,gene1,gene2,result
79,G:HGNC:21423,G:HGNC:10821,"Meta path:['GTG'], rank is 47 and total rank is 412"
80,G:HGNC:9184,G:HGNC:2255,"Meta path:['GMDpDMG'], rank is 485 and total rank is 4081"
81,G:HGNC:16713,G:HGNC:11745,"Meta path:['GTG'], rank is 394 and total rank is 611"
82,G:HGNC:15714,G:HGNC:29091,"Meta path:['GTG'], rank is 188 and total rank is 444"
83,G:HGNC:21017,G:HGNC:4566,"Meta path:['GTG'], rank is 416 and total rank is 613"
84,G:HGNC:26094,G:HGNC:2064,"Meta path:['GMDMG'], rank is 591 and total rank is 2286"
85,G:HGNC:9107,G:HGNC:34390,"Meta path:['GMDMG'], rank is 2238 and total rank is 3330"
86,G:HGNC:17197,G:HGNC:3036,"Meta path:['GMG'], rank is 1059 and total rank is 1164"
87,G:HGNC:18755,G:HGNC:861,"Meta path:['GMDMG'], rank is 1366 and total rank is 2736"
88,G:HGNC:28203,G:HGNC:3299,"Meta path:['GMG'], rank is 1098 and total rank is 1380"
89,G:HGNC:28323,G:HGNC:12771,"Meta path:['GMDMG'], rank is 1040 and total rank is 3821"
90,G:HGNC:17720,G:HGNC:20990,"Meta path:['GTG'], rank is 123 and total rank is 286"
91,G:HGNC:25076,G:HGNC:12659,"Meta path:['GMG'], rank is 522 and total rank is 1106"
92,G:HGNC:7657,G:HGNC:6358,"Meta path:['GMDMG'], rank is 2076 and total rank is 2632"
93,G:HGNC:11210,G:HGNC:13077,"Meta path:['GMDpDMG'], rank is 2576 and total rank is 3555"
94,G:HGNC:15436,G:HGNC:24972,"Meta path:['GTG'], rank is 179 and total rank is 414"
95,G:HGNC:8490,G:HGNC:32233,"Meta path:['GMG'], rank is 935 and total rank is 1037"
96,G:HGNC:26007,G:HGNC:1421,"Meta path:['GMDMG'], rank is 2427 and total rank is 2750"
97,G:HGNC:28379,G:HGNC:24031,"Meta path:['GMDpDMG'], rank is 224 and total rank is 3860"
98,G:HGNC:11726,G:HGNC:7690,"Meta path:['GMG'], rank is 288 and total rank is 634"
99,G:HGNC:3121,G:HGNC:1043,"Meta path:['GTG'], rank is 458 and total rank is 559"
100,G:HGNC:3439,G:HGNC:28226,"Meta path:['GTG'], rank is 77 and total rank is 479"
101,G:HGNC:25395,G:HGNC:24537,"Meta path:['GTG'], rank is 374 and total rank is 485"
102,G:HGNC:13176,G:HGNC:441,"Meta path:['GTG'], rank is 339 and total rank is 525"
103,G:HGNC:30511,G:HGNC:24867,"Meta path:['GTG'], rank is 93 and total rank is 321"
104,G:HGNC:23200,G:HGNC:19985,"Meta path:['GTG'], rank is 53 and total rank is 418"
105,G:HGNC:5733,G:HGNC:29208,"Meta path:['GTG'], rank is 206 and total rank is 370"
106,G:HGNC:26300,G:HGNC:4739,"Meta path:['GTG'], rank is 340 and total rank is 495"
107,G:HGNC:25542,G:HGNC:5962,"Meta path:['GMG'], rank is 972 and total rank is 1116"
108,G:HGNC:24061,G:HGNC:24114,"Meta path:['GTG'], rank is 99 and total rank is 344"
109,G:HGNC:11646,G:HGNC:12868,"Meta path:['GMG'], rank is 22 and total rank is 327"
110,G:HGNC:3145,G:HGNC:15880,"Meta path:['GTG'], rank is 157 and total rank is 332"
111,G:HGNC:4789,G:HGNC:31022,"Meta path:['GTG'], rank is 90 and total rank is 491"
112,G:HGNC:18703,G:HGNC:27904,"Meta path:['GMDMG'], rank is 1875 and total rank is 3079"
113,G:HGNC:3942,G:HGNC:2237,"Meta path:['GTG'], rank is 576 and total rank is 890"
114,G:HGNC:37265,G:HGNC:9192,"Meta path:['GTG'], rank is 201 and total rank is 494"
115,G:HGNC:23687,G:HGNC:24928,"Meta path:['GMDMG'], rank is 1661 and total rank is 4536"
116,G:HGNC:7857,G:HGNC:26714,"Meta path:['GTG'], rank is 83 and total rank is 314"
117,G:HGNC:5414,G:HGNC:9237,"Meta path:['GTG'], rank is 714 and total rank is 772"
118,G:HGNC:10596,G:HGNC:1708,"Meta path:['GTG'], rank is 79 and total rank is 364"
119,G:HGNC:11571,G:HGNC:10961,"Meta path:['GMG'], rank is 689 and total rank is 823"
120,G:HGNC:24451,G:HGNC:11193,"Meta path:['GTG'], rank is 163 and total rank is 455"
121,G:HGNC:10610,G:HGNC:13068,"Meta path:['GTG'], rank is 466 and total rank is 568"
122,G:HGNC:1711,G:HGNC:6697,"Meta path:['GTG'], rank is 305 and total rank is 531"
123,G:HGNC:9240,G:HGNC:19141,"Meta path:['GTG'], rank is 305 and total rank is 537"
124,G:HGNC:15906,G:HGNC:26076,"Meta path:['GMDMG'], rank is 1484 and total rank is 2299"
125,G:HGNC:15283,G:HGNC:23822,"Meta path:['GTG'], rank is 45 and total rank is 257"
126,G:HGNC:14955,G:HGNC:7188,"Meta path:['GTG'], rank is 113 and total rank is 485"
127,G:HGNC:20060,G:HGNC:12958,"Meta path:['GTG'], rank is 53 and total rank is 301"
128,G:HGNC:604,G:HGNC:17173,"Meta path:['GTG'], rank is 220 and total rank is 479"
129,G:HGNC:9612,G:HGNC:23924,"Meta path:['GTG'], rank is 654 and total rank is 789"
130,G:HGNC:24250,G:HGNC:5270,"Meta path:['GMG'], rank is 33 and total rank is 402"
131,G:HGNC:3559,G:HGNC:1317,"Meta path:['GTG'], rank is 134 and total rank is 477"
132,G:HGNC:6518,G:HGNC:11052,"Meta path:['GTG'], rank is 248 and total rank is 426"
133,G:HGNC:602,G:HGNC:24891,"Meta path:['GTG'], rank is 411 and total rank is 628"
134,G:HGNC:13922,G:HGNC:19354,"Meta path:['GTG'], rank is 165 and total rank is 407"
135,G:HGNC:2606,G:HGNC:8624,"Meta path:['GMDpDMG'], rank is 1 and total rank is 2512"
136,G:HGNC:2252,G:HGNC:12680,"Meta path:['GTG'], rank is 514 and total rank is 976"
137,G:HGNC:3430,G:HGNC:13054,"Meta path:['GTG'], rank is 526 and total rank is 688"
138,G:HGNC:14872,G:HGNC:12458,"Meta path:['GTG'], rank is 649 and total rank is 700"
139,G:HGNC:21496,G:HGNC:15986,"Meta path:['GMG'], rank is 112 and total rank is 457"
140,G:HGNC:29548,G:HGNC:29436,"Meta path:['GTG'], rank is 75 and total rank is 408"
141,G:HGNC:23074,G:HGNC:10642,"Meta path:['GMDMG'], rank is 2602 and total rank is 3924"
142,G:HGNC:9848,G:HGNC:17125,"Meta path:['GTG'], rank is 396 and total rank is 539"
143,G:HGNC:943,G:HGNC:4161,"Meta path:['GTG'], rank is 186 and total rank is 511"
144,G:HGNC:17592,G:HGNC:8767,"Meta path:['GMDMG'], rank is 2211 and total rank is 2818"
145,G:HGNC:17055,G:HGNC:17565,"Meta path:['GMG'], rank is 345 and total rank is 1519"
146,G:HGNC:9954,G:HGNC:17376,"Meta path:['GTG'], rank is 402 and total rank is 557"
147,G:HGNC:26969,G:HGNC:16085,"Meta path:['GMG'], rank is 562 and total rank is 827"
148,G:HGNC:29322,G:HGNC:23176,"Meta path:['GMG'], rank is 9 and total rank is 259"
149,G:HGNC:24226,G:HGNC:11976,"Meta path:['GTG'], rank is 138 and total rank is 377"
150,G:HGNC:3170,G:HGNC:2855,"Meta path:['GTG'], rank is 464 and total rank is 571"
151,G:HGNC:32607,G:HGNC:7212,"Meta path:['GTG'], rank is 367 and total rank is 493"
152,G:HGNC:24808,G:HGNC:18328,"Meta path:['GTG'], rank is 7 and total rank is 189"
153,G:HGNC:1455,G:HGNC:13886,"Meta path:['GTG'], rank is 656 and total rank is 766"
154,G:HGNC:23485,G:HGNC:7146,"Meta path:['GMG'], rank is 282 and total rank is 538"
155,G:HGNC:25492,G:HGNC:29167,"Meta path:['GTG'], rank is 16 and total rank is 290"
156,G:HGNC:9329,G:HGNC:11004,"Meta path:['GTG'], rank is 76 and total rank is 328"
157,G:HGNC:25364,G:HGNC:4568,"Meta path:['GTG'], rank is 319 and total rank is 458"
158,G:HGNC:707,G:HGNC:26098,"Meta path:['GTG'], rank is 126 and total rank is 390"
159,G:HGNC:30136,G:HGNC:8487,"Meta path:['GTG'], rank is 256 and total rank is 478"
160,G:HGNC:21336,G:HGNC:19024,"Meta path:['GTG'], rank is 212 and total rank is 441"
161,G:HGNC:9109,G:HGNC:14702,"Meta path:['GTG'], rank is 90 and total rank is 289"
162,G:HGNC:29304,G:HGNC:18745,"Meta path:['GTG'], rank is 301 and total rank is 470"
163,G:HGNC:21147,G:HGNC:20982,"Meta path:['GTG'], rank is 102 and total rank is 471"
164,G:HGNC:29672,G:HGNC:20528,"Meta path:['GTG'], rank is 79 and total rank is 369"
165,G:HGNC:5009,G:HGNC:35126,"Meta path:['GTG'], rank is 325 and total rank is 780"
166,G:HGNC:23298,G:HGNC:21224,"Meta path:['GTG'], rank is 138 and total rank is 359"
167,G:HGNC:30581,G:HGNC:21176,"Meta path:['GMDMG'], rank is 2029 and total rank is 3377"
168,G:HGNC:6253,G:HGNC:18469,"Meta path:['GTG'], rank is 65 and total rank is 313"
169,G:HGNC:16497,G:HGNC:7714,"Meta path:['GTG'], rank is 133 and total rank is 332"
170,G:HGNC:6692,G:HGNC:31862,"Meta path:['GTG'], rank is 279 and total rank is 659"
171,G:HGNC:20267,G:HGNC:8968,"Meta path:['GMDMG'], rank is 1593 and total rank is 3449"
172,G:HGNC:6914,G:HGNC:29121,"Meta path:['GTG'], rank is 268 and total rank is 435"
173,G:HGNC:30869,G:HGNC:29993,"Meta path:['GTG'], rank is 175 and total rank is 389"
174,G:HGNC:10640,G:HGNC:10498,"Meta path:['GTG'], rank is 376 and total rank is 577"
175,G:HGNC:18458,G:HGNC:11064,"Meta path:['GTG'], rank is 186 and total rank is 406"
176,G:HGNC:24084,G:HGNC:26744,"Meta path:['GMDMG'], rank is 47 and total rank is 1855"
177,G:HGNC:26006,G:HGNC:2210,"Meta path:['GMDpDMG'], rank is 199 and total rank is 3476"
