,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank
264,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMG', 'GMDMG']",1962.0,0.194,2435.0
265,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMG', 'GMDpDMG']",1888.0,0.178,2298.0
266,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMDMG', 'GMDpDMG']",5329.0,0.093,5875.0
267,G:HGNC:9286,G:HGNC:9288,"['GMG', 'GMDMG', 'GMDpDMG']",3216.0,0.058,3413.0
268,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2189.0,0.079,2377.0
269,G:HGNC:5330,G:HGNC:29685,['GDpDpDG'],1644.0,0.714,5743.0
270,G:HGNC:5330,G:HGNC:29685,['GPdPG'],1.0,0.75,4.0
271,G:HGNC:5330,G:HGNC:29685,['GTG'],2.0,0.995,402.0
272,G:HGNC:5330,G:HGNC:29685,['GMG'],70.0,0.822,393.0
273,G:HGNC:5330,G:HGNC:29685,['GMDMG'],1901.0,0.4,3170.0
274,G:HGNC:5330,G:HGNC:29685,['GMDpDMG'],287.0,0.941,4843.0
275,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG']",3.0,0.0,3.0
276,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG']",1111.0,0.72,3973.0
277,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMG']",477.0,0.645,1343.0
278,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMDMG']",1205.0,0.694,3934.0
279,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMDpDMG']",1037.0,0.706,3526.0
280,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG']",1.0,0.8,5.0
281,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMG']",3.0,0.4,5.0
282,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMDMG']",7.0,0.0,7.0
283,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMDpDMG']",1.0,0.857,7.0
284,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMG']",2.0,0.997,629.0
285,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMDMG']",950.0,0.697,3132.0
286,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMDpDMG']",88.0,0.981,4605.0
287,G:HGNC:5330,G:HGNC:29685,"['GMG', 'GMDMG']",1845.0,0.34,2795.0
288,G:HGNC:5330,G:HGNC:29685,"['GMG', 'GMDpDMG']",77.0,0.978,3486.0
289,G:HGNC:5330,G:HGNC:29685,"['GMDMG', 'GMDpDMG']",981.0,0.856,6819.0
290,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG']",2.0,0.0,2.0
291,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMG']",1.0,0.0,1.0
292,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMDMG']",3.0,0.0,3.0
293,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMDpDMG']",3.0,0.0,3.0
294,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMG']",367.0,0.653,1057.0
295,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMDMG']",840.0,0.697,2776.0
296,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMDpDMG']",722.0,0.709,2477.0
297,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMG', 'GMDMG']",455.0,0.641,1268.0
298,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMG', 'GMDpDMG']",382.0,0.656,1110.0
299,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMDMG', 'GMDpDMG']",1029.0,0.707,3509.0
300,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMG']",1.0,0.75,4.0
301,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMDMG']",2.0,0.5,4.0
302,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMDpDMG']",1.0,0.8,5.0
303,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMG', 'GMDMG']",5.0,0.0,5.0
304,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMG', 'GMDpDMG']",1.0,0.8,5.0
305,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMDMG', 'GMDpDMG']",1.0,0.857,7.0
306,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMG', 'GMDMG']",722.0,0.709,2483.0
307,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMG', 'GMDpDMG']",17.0,0.994,2798.0
308,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMDMG', 'GMDpDMG']",314.0,0.946,5763.0
309,G:HGNC:5330,G:HGNC:29685,"['GMG', 'GMDMG', 'GMDpDMG']",344.0,0.915,4056.0
310,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG']",1.0,0.0,1.0
311,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMDMG']",2.0,0.0,2.0
312,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMDpDMG']",2.0,0.0,2.0
313,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMG', 'GMDMG']",1.0,0.0,1.0
314,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMG', 'GMDpDMG']",1.0,0.0,1.0
315,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMDMG', 'GMDpDMG']",3.0,0.0,3.0
316,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMG', 'GMDMG']",350.0,0.651,1004.0
317,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMG', 'GMDpDMG']",293.0,0.667,881.0
318,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",719.0,0.708,2462.0
319,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMG', 'GMDMG', 'GMDpDMG']",378.0,0.659,1109.0
320,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMG', 'GMDMG']",2.0,0.5,4.0
321,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMG', 'GMDpDMG']",1.0,0.75,4.0
322,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",1.0,0.8,5.0
323,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.8,5.0
324,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",66.0,0.979,3128.0
325,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG', 'GMDMG']",1.0,0.0,1.0
326,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG', 'GMDpDMG']",1.0,0.0,1.0
327,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",2.0,0.0,2.0
328,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.0,1.0
329,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",296.0,0.664,882.0
330,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.75,4.0
331,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.0,1.0
332,G:HGNC:9299,G:HGNC:9318,['GTG'],380.0,0.246,504.0
333,G:HGNC:21531,G:HGNC:22946,['GTG'],2.0,0.992,236.0
334,G:HGNC:5194,G:HGNC:5196,['GPdPG'],4.0,0.778,18.0
335,G:HGNC:5194,G:HGNC:5196,['GTG'],3.0,0.981,154.0
336,G:HGNC:5194,G:HGNC:5196,['GMDMG'],4088.0,0.132,4708.0
337,G:HGNC:5194,G:HGNC:5196,['GMDpDMG'],3294.0,0.441,5888.0
338,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GTG']",1.0,0.9,10.0
339,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GMDMG']",19.0,0.208,24.0
340,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GMDpDMG']",11.0,0.542,24.0
341,G:HGNC:5194,G:HGNC:5196,"['GTG', 'GMDMG']",364.0,0.503,732.0
342,G:HGNC:5194,G:HGNC:5196,"['GTG', 'GMDpDMG']",315.0,0.734,1183.0
343,G:HGNC:5194,G:HGNC:5196,"['GMDMG', 'GMDpDMG']",5640.0,0.389,9224.0
344,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GTG', 'GMDMG']",7.0,0.222,9.0
345,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GTG', 'GMDpDMG']",6.0,0.333,9.0
346,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GMDMG', 'GMDpDMG']",12.0,0.5,24.0
347,G:HGNC:5194,G:HGNC:5196,"['GTG', 'GMDMG', 'GMDpDMG']",430.0,0.669,1298.0
348,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",6.0,0.333,9.0
349,G:HGNC:9304,G:HGNC:9307,['GTG'],15.0,0.959,369.0
350,G:HGNC:9306,G:HGNC:9300,['GTG'],20.0,0.949,391.0
351,G:HGNC:9306,G:HGNC:9300,['GMDMG'],2385.0,0.151,2808.0
352,G:HGNC:9306,G:HGNC:9300,['GMDpDMG'],13.0,0.996,3582.0
353,G:HGNC:9306,G:HGNC:9300,"['GTG', 'GMDMG']",1793.0,0.395,2966.0
354,G:HGNC:9306,G:HGNC:9300,"['GTG', 'GMDpDMG']",52.0,0.986,3684.0
355,G:HGNC:9306,G:HGNC:9300,"['GMDMG', 'GMDpDMG']",2053.0,0.648,5833.0
356,G:HGNC:9306,G:HGNC:9300,"['GTG', 'GMDMG', 'GMDpDMG']",1414.0,0.74,5435.0
357,G:HGNC:393,G:HGNC:9403,['GTG'],38.0,0.933,571.0
358,G:HGNC:393,G:HGNC:9403,['GMDMG'],3257.0,0.187,4007.0
359,G:HGNC:393,G:HGNC:9403,"['GTG', 'GMDMG']",3394.0,0.319,4984.0
360,G:HGNC:9611,G:HGNC:8031,['GPdPG'],14.0,0.785,65.0
361,G:HGNC:9611,G:HGNC:8031,['GTG'],138.0,0.824,783.0
362,G:HGNC:9611,G:HGNC:8031,"['GPdPG', 'GTG']",107.0,0.7,357.0
363,G:HGNC:9036,G:HGNC:27396,['GTG'],8.0,0.977,345.0
364,G:HGNC:9036,G:HGNC:27396,['GMDMG'],3205.0,0.061,3413.0
365,G:HGNC:9036,G:HGNC:27396,"['GTG', 'GMDMG']",2043.0,0.381,3302.0
366,G:HGNC:817,G:HGNC:816,['GTG'],13.0,0.977,556.0
367,G:HGNC:8931,G:HGNC:8930,['GTG'],1.0,0.997,378.0
368,G:HGNC:11455,G:HGNC:30004,['GTG'],13.0,0.951,264.0
369,G:HGNC:4127,G:HGNC:30488,['GTG'],2.0,0.992,239.0
370,G:HGNC:9276,G:HGNC:28110,['GTG'],12.0,0.968,378.0
371,G:HGNC:9276,G:HGNC:28110,['GMDMG'],2198.0,0.25,2929.0
372,G:HGNC:9276,G:HGNC:28110,['GMDpDMG'],337.0,0.922,4312.0
373,G:HGNC:9276,G:HGNC:28110,"['GTG', 'GMDMG']",2317.0,0.319,3403.0
374,G:HGNC:9276,G:HGNC:28110,"['GTG', 'GMDpDMG']",250.0,0.945,4505.0
375,G:HGNC:9276,G:HGNC:28110,"['GMDMG', 'GMDpDMG']",3660.0,0.426,6381.0
376,G:HGNC:9276,G:HGNC:28110,"['GTG', 'GMDMG', 'GMDpDMG']",2973.0,0.517,6153.0
377,G:HGNC:4127,G:HGNC:19873,['GTG'],6.0,0.975,241.0
378,G:HGNC:19342,G:HGNC:23317,['GTG'],19.0,0.893,177.0
379,G:HGNC:11408,G:HGNC:13480,['GTG'],175.0,0.738,668.0
380,G:HGNC:11408,G:HGNC:13480,['GMG'],666.0,0.548,1474.0
381,G:HGNC:11408,G:HGNC:13480,['GMDMG'],2463.0,0.396,4075.0
382,G:HGNC:11408,G:HGNC:13480,['GMDpDMG'],5177.0,0.14,6020.0
383,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMG']",425.0,0.756,1744.0
384,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMDMG']",2620.0,0.518,5434.0
385,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMDpDMG']",5907.0,0.243,7800.0
386,G:HGNC:11408,G:HGNC:13480,"['GMG', 'GMDMG']",2960.0,0.47,5585.0
387,G:HGNC:11408,G:HGNC:13480,"['GMG', 'GMDpDMG']",5072.0,0.251,6771.0
388,G:HGNC:11408,G:HGNC:13480,"['GMDMG', 'GMDpDMG']",6862.0,0.218,8772.0
389,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMG', 'GMDMG']",2527.0,0.529,5366.0
390,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMG', 'GMDpDMG']",4311.0,0.292,6086.0
391,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMDMG', 'GMDpDMG']",6414.0,0.316,9371.0
392,G:HGNC:11408,G:HGNC:13480,"['GMG', 'GMDMG', 'GMDpDMG']",5409.0,0.281,7527.0
393,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",4515.0,0.311,6557.0
394,G:HGNC:28110,G:HGNC:9307,['GTG'],26.0,0.91,288.0
395,G:HGNC:8590,G:HGNC:11399,['GPdPG'],1.0,0.963,27.0
396,G:HGNC:8590,G:HGNC:11399,['GTG'],111.0,0.851,745.0
397,G:HGNC:8590,G:HGNC:11399,"['GPdPG', 'GTG']",84.0,0.751,338.0
398,G:HGNC:8957,G:HGNC:8960,['GDpDpDG'],2105.0,0.628,5666.0
399,G:HGNC:8957,G:HGNC:8960,['GTG'],6.0,0.978,275.0
400,G:HGNC:8957,G:HGNC:8960,"['GDpDpDG', 'GTG']",1238.0,0.582,2965.0
401,G:HGNC:9314,G:HGNC:9319,['GTG'],129.0,0.773,568.0
402,G:HGNC:9314,G:HGNC:9319,['GMDMG'],1057.0,0.658,3095.0
403,G:HGNC:9314,G:HGNC:9319,['GMDpDMG'],2303.0,0.589,5608.0
404,G:HGNC:9314,G:HGNC:9319,"['GTG', 'GMDMG']",2242.0,0.49,4393.0
405,G:HGNC:9314,G:HGNC:9319,"['GTG', 'GMDpDMG']",3021.0,0.579,7183.0
406,G:HGNC:9314,G:HGNC:9319,"['GMDMG', 'GMDpDMG']",3013.0,0.62,7936.0
407,G:HGNC:9314,G:HGNC:9319,"['GTG', 'GMDMG', 'GMDpDMG']",3479.0,0.604,8785.0
408,G:HGNC:3655,G:HGNC:2444,['GPdPG'],6.0,0.87,46.0
409,G:HGNC:3655,G:HGNC:2444,['GTG'],82.0,0.872,640.0
410,G:HGNC:3655,G:HGNC:2444,['GMDMG'],2189.0,0.323,3231.0
411,G:HGNC:3655,G:HGNC:2444,['GMDpDMG'],2913.0,0.365,4584.0
412,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GTG']",74.0,0.757,305.0
413,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GMDMG']",211.0,0.326,313.0
414,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GMDpDMG']",216.0,0.349,332.0
415,G:HGNC:3655,G:HGNC:2444,"['GTG', 'GMDMG']",2773.0,0.361,4342.0
416,G:HGNC:3655,G:HGNC:2444,"['GTG', 'GMDpDMG']",3951.0,0.372,6294.0
417,G:HGNC:3655,G:HGNC:2444,"['GMDMG', 'GMDpDMG']",5213.0,0.302,7464.0
418,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GTG', 'GMDMG']",223.0,0.433,393.0
419,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GTG', 'GMDpDMG']",207.0,0.427,361.0
420,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GMDMG', 'GMDpDMG']",258.0,0.287,362.0
421,G:HGNC:3655,G:HGNC:2444,"['GTG', 'GMDMG', 'GMDpDMG']",5241.0,0.342,7966.0
422,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",238.0,0.35,366.0
423,G:HGNC:29149,G:HGNC:28110,['GTG'],10.0,0.974,384.0
424,G:HGNC:29149,G:HGNC:28110,['GMDMG'],2613.0,0.326,3879.0
425,G:HGNC:29149,G:HGNC:28110,['GMDpDMG'],4216.0,0.269,5767.0
426,G:HGNC:29149,G:HGNC:28110,"['GTG', 'GMDMG']",2100.0,0.568,4857.0
427,G:HGNC:29149,G:HGNC:28110,"['GTG', 'GMDpDMG']",4199.0,0.42,7236.0
428,G:HGNC:29149,G:HGNC:28110,"['GMDMG', 'GMDpDMG']",6161.0,0.304,8846.0
429,G:HGNC:29149,G:HGNC:28110,"['GTG', 'GMDMG', 'GMDpDMG']",5254.0,0.424,9116.0
430,G:HGNC:3386,G:HGNC:3763,['GPdPG'],24.0,0.625,64.0
431,G:HGNC:3386,G:HGNC:3763,['GTG'],71.0,0.888,636.0
432,G:HGNC:3386,G:HGNC:3763,['GMDMG'],1158.0,0.634,3168.0
433,G:HGNC:3386,G:HGNC:3763,['GMDpDMG'],256.0,0.943,4479.0
434,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GTG']",53.0,0.83,312.0
435,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GMDMG']",146.0,0.59,356.0
436,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GMDpDMG']",66.0,0.806,340.0
437,G:HGNC:3386,G:HGNC:3763,"['GTG', 'GMDMG']",1761.0,0.547,3887.0
438,G:HGNC:3386,G:HGNC:3763,"['GTG', 'GMDpDMG']",1291.0,0.735,4878.0
439,G:HGNC:3386,G:HGNC:3763,"['GMDMG', 'GMDpDMG']",1008.0,0.847,6585.0
440,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GTG', 'GMDMG']",137.0,0.663,407.0
441,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GTG', 'GMDpDMG']",85.0,0.778,383.0
442,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GMDMG', 'GMDpDMG']",85.0,0.783,391.0
443,G:HGNC:3386,G:HGNC:3763,"['GTG', 'GMDMG', 'GMDpDMG']",1885.0,0.713,6562.0
444,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",105.0,0.729,388.0
445,G:HGNC:30040,G:HGNC:17825,['GTG'],18.0,0.958,424.0
446,G:HGNC:6524,G:HGNC:8031,['GDpDG'],98.0,0.605,248.0
447,G:HGNC:6524,G:HGNC:8031,['GDpDpDG'],227.0,0.959,5544.0
448,G:HGNC:6524,G:HGNC:8031,['GPdPG'],37.0,0.526,78.0
449,G:HGNC:6524,G:HGNC:8031,['GTG'],212.0,0.715,745.0
450,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GDpDpDG']",228.0,0.817,1249.0
451,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GPdPG']",17.0,0.5,34.0
452,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GTG']",48.0,0.902,488.0
453,G:HGNC:6524,G:HGNC:8031,"['GDpDpDG', 'GPdPG']",8.0,0.949,157.0
454,G:HGNC:6524,G:HGNC:8031,"['GDpDpDG', 'GTG']",199.0,0.959,4867.0
455,G:HGNC:6524,G:HGNC:8031,"['GPdPG', 'GTG']",170.0,0.533,364.0
456,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GDpDpDG', 'GPdPG']",8.0,0.778,36.0
457,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GDpDpDG', 'GTG']",200.0,0.814,1078.0
458,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GPdPG', 'GTG']",16.0,0.556,36.0
459,G:HGNC:6524,G:HGNC:8031,"['GDpDpDG', 'GPdPG', 'GTG']",8.0,0.949,157.0
460,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",8.0,0.778,36.0
461,G:HGNC:9316,G:HGNC:9305,['GTG'],55.0,0.859,390.0
462,G:HGNC:9316,G:HGNC:25415,['GTG'],28.0,0.927,385.0
463,G:HGNC:15993,G:HGNC:6938,['GTG'],23.0,0.88,192.0
464,G:HGNC:15993,G:HGNC:6938,['GMG'],884.0,0.132,1019.0
465,G:HGNC:15993,G:HGNC:6938,"['GTG', 'GMG']",260.0,0.56,591.0
466,G:HGNC:886,G:HGNC:26220,['GTG'],200.0,0.636,549.0
467,G:HGNC:886,G:HGNC:26220,['GMDMG'],1896.0,0.216,2419.0
468,G:HGNC:886,G:HGNC:26220,"['GTG', 'GMDMG']",2622.0,0.137,3039.0
469,G:HGNC:12587,G:HGNC:29594,['GPdPG'],2.0,0.857,14.0
470,G:HGNC:12587,G:HGNC:29594,['GTG'],10.0,0.963,271.0
471,G:HGNC:12587,G:HGNC:29594,['GMG'],819.0,0.174,992.0
472,G:HGNC:12587,G:HGNC:29594,['GMDMG'],1527.0,0.535,3285.0
473,G:HGNC:12587,G:HGNC:29594,['GMDpDMG'],915.0,0.804,4673.0
474,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG']",8.0,0.68,25.0
475,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMG']",4.0,0.6,10.0
476,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMDMG']",4.0,0.8,20.0
477,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMDpDMG']",2.0,0.895,19.0
478,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMG']",106.0,0.825,607.0
479,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMDMG']",1212.0,0.612,3127.0
480,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMDpDMG']",723.0,0.822,4058.0
481,G:HGNC:12587,G:HGNC:29594,"['GMG', 'GMDMG']",2150.0,0.417,3689.0
482,G:HGNC:12587,G:HGNC:29594,"['GMG', 'GMDpDMG']",1106.0,0.754,4500.0
483,G:HGNC:12587,G:HGNC:29594,"['GMDMG', 'GMDpDMG']",1981.0,0.734,7440.0
484,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMG']",4.0,0.6,10.0
485,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMDMG']",3.0,0.857,21.0
486,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMDpDMG']",2.0,0.895,19.0
487,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMG', 'GMDMG']",5.0,0.5,10.0
488,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMG', 'GMDpDMG']",3.0,0.667,9.0
489,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMDMG', 'GMDpDMG']",2.0,0.895,19.0
490,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMG', 'GMDMG']",1489.0,0.336,2242.0
491,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMG', 'GMDpDMG']",598.0,0.75,2392.0
492,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMDMG', 'GMDpDMG']",1267.0,0.758,5246.0
493,G:HGNC:12587,G:HGNC:29594,"['GMG', 'GMDMG', 'GMDpDMG']",1633.0,0.679,5082.0
494,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMG', 'GMDMG']",4.0,0.6,10.0
495,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMG', 'GMDpDMG']",3.0,0.667,9.0
496,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",3.0,0.842,19.0
497,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMG', 'GMDMG', 'GMDpDMG']",2.0,0.778,9.0
498,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1052.0,0.587,2545.0
499,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2.0,0.778,9.0
500,G:HGNC:391,G:HGNC:11399,['GTG'],469.0,0.54,1019.0
501,G:HGNC:4637,G:HGNC:16906,['GPdPG'],2.0,0.882,17.0
502,G:HGNC:4637,G:HGNC:16906,['GTG'],23.0,0.941,391.0
503,G:HGNC:4637,G:HGNC:16906,['GMG'],95.0,0.755,388.0
504,G:HGNC:4637,G:HGNC:16906,"['GPdPG', 'GTG']",17.0,0.734,64.0
505,G:HGNC:4637,G:HGNC:16906,"['GPdPG', 'GMG']",5.0,0.444,9.0
506,G:HGNC:4637,G:HGNC:16906,"['GTG', 'GMG']",14.0,0.972,508.0
507,G:HGNC:4637,G:HGNC:16906,"['GPdPG', 'GTG', 'GMG']",5.0,0.375,8.0
508,G:HGNC:18485,G:HGNC:17843,['GTG'],204.0,0.519,424.0
509,G:HGNC:18485,G:HGNC:17843,['GMDMG'],2960.0,0.142,3449.0
510,G:HGNC:18485,G:HGNC:17843,"['GTG', 'GMDMG']",3741.0,0.122,4259.0
511,G:HGNC:362,G:HGNC:363,['GTG'],7.0,0.978,315.0
512,G:HGNC:362,G:HGNC:363,['GMG'],901.0,0.191,1114.0
513,G:HGNC:362,G:HGNC:363,['GMDMG'],3414.0,0.263,4631.0
514,G:HGNC:362,G:HGNC:363,['GMDpDMG'],3429.0,0.481,6612.0
515,G:HGNC:362,G:HGNC:363,"['GTG', 'GMG']",249.0,0.733,934.0
516,G:HGNC:362,G:HGNC:363,"['GTG', 'GMDMG']",1349.0,0.662,3991.0
517,G:HGNC:362,G:HGNC:363,"['GTG', 'GMDpDMG']",1658.0,0.669,5010.0
518,G:HGNC:362,G:HGNC:363,"['GMG', 'GMDMG']",4016.0,0.39,6579.0
519,G:HGNC:362,G:HGNC:363,"['GMG', 'GMDpDMG']",2945.0,0.612,7586.0
520,G:HGNC:362,G:HGNC:363,"['GMDMG', 'GMDpDMG']",5145.0,0.477,9839.0
521,G:HGNC:362,G:HGNC:363,"['GTG', 'GMG', 'GMDMG']",1275.0,0.636,3503.0
522,G:HGNC:362,G:HGNC:363,"['GTG', 'GMG', 'GMDpDMG']",1063.0,0.723,3841.0
523,G:HGNC:362,G:HGNC:363,"['GTG', 'GMDMG', 'GMDpDMG']",2405.0,0.61,6169.0
524,G:HGNC:362,G:HGNC:363,"['GMG', 'GMDMG', 'GMDpDMG']",3935.0,0.548,8705.0
525,G:HGNC:362,G:HGNC:363,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1470.0,0.643,4122.0
526,G:HGNC:1133,G:HGNC:3386,['GPdPG'],6.0,0.875,48.0
527,G:HGNC:1133,G:HGNC:3386,['GTG'],416.0,0.405,699.0
528,G:HGNC:1133,G:HGNC:3386,['GMDMG'],2041.0,0.364,3207.0
