,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank
345,G:HGNC:25492,G:HGNC:29167,GMDMG,1265.0,0.579,3006.0
346,G:HGNC:25492,G:HGNC:29167,GMDpDMG,2162.0,0.6,5408.0
347,G:HGNC:9329,G:HGNC:11004,GTG,76.0,0.768,328.0
348,G:HGNC:9329,G:HGNC:11004,GMDMG,2984.0,0.303,4281.0
349,G:HGNC:9329,G:HGNC:11004,GMDpDMG,3690.0,0.395,6103.0
350,G:HGNC:25364,G:HGNC:4568,GTG,319.0,0.303,458.0
351,G:HGNC:25364,G:HGNC:4568,GMG,637.0,0.18,777.0
352,G:HGNC:25364,G:HGNC:4568,GMDMG,1047.0,0.638,2889.0
353,G:HGNC:25364,G:HGNC:4568,GMDpDMG,2579.0,0.254,3459.0
354,G:HGNC:707,G:HGNC:26098,GTG,126.0,0.677,390.0
355,G:HGNC:30136,G:HGNC:8487,GTG,256.0,0.464,478.0
356,G:HGNC:21336,G:HGNC:19024,GTG,212.0,0.519,441.0
357,G:HGNC:9109,G:HGNC:14702,GTG,90.0,0.689,289.0
358,G:HGNC:29304,G:HGNC:18745,GTG,301.0,0.36,470.0
359,G:HGNC:21147,G:HGNC:20982,GTG,102.0,0.783,471.0
360,G:HGNC:21147,G:HGNC:20982,GMDMG,2147.0,0.295,3044.0
361,G:HGNC:21147,G:HGNC:20982,GMDpDMG,4908.0,0.008,4949.0
362,G:HGNC:29672,G:HGNC:20528,GTG,79.0,0.786,369.0
363,G:HGNC:5009,G:HGNC:35126,GTG,325.0,0.583,780.0
364,G:HGNC:23298,G:HGNC:21224,GTG,138.0,0.616,359.0
365,G:HGNC:30581,G:HGNC:21176,GMDMG,2029.0,0.399,3377.0
366,G:HGNC:30581,G:HGNC:21176,GMDpDMG,5212.0,0.116,5897.0
367,G:HGNC:6253,G:HGNC:18469,GTG,65.0,0.792,313.0
368,G:HGNC:16497,G:HGNC:7714,GTG,133.0,0.599,332.0
369,G:HGNC:6692,G:HGNC:31862,GTG,279.0,0.577,659.0
370,G:HGNC:6692,G:HGNC:31862,GMDMG,559.0,0.826,3207.0
371,G:HGNC:6692,G:HGNC:31862,GMDpDMG,515.0,0.89,4692.0
372,G:HGNC:20267,G:HGNC:8968,GMDMG,1593.0,0.538,3449.0
373,G:HGNC:20267,G:HGNC:8968,GMDpDMG,3041.0,0.46,5632.0
374,G:HGNC:6914,G:HGNC:29121,GTG,268.0,0.384,435.0
375,G:HGNC:30869,G:HGNC:29993,GTG,175.0,0.55,389.0
376,G:HGNC:10640,G:HGNC:10498,GTG,376.0,0.348,577.0
377,G:HGNC:18458,G:HGNC:11064,GTG,186.0,0.542,406.0
378,G:HGNC:18458,G:HGNC:11064,GMDMG,811.0,0.727,2968.0
379,G:HGNC:18458,G:HGNC:11064,GMDpDMG,2784.0,0.456,5113.0
380,G:HGNC:24084,G:HGNC:26744,GMDMG,47.0,0.975,1855.0
381,G:HGNC:26006,G:HGNC:2210,GDpDpDG,3386.0,0.408,5715.0
382,G:HGNC:26006,G:HGNC:2210,GMDMG,1186.0,0.54,2576.0
383,G:HGNC:26006,G:HGNC:2210,GMDpDMG,199.0,0.943,3476.0
