,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank
248,G:HGNC:5733,G:HGNC:29208,GTG,206.0,0.443,370.0
249,G:HGNC:26300,G:HGNC:4739,GTG,340.0,0.313,495.0
250,G:HGNC:26300,G:HGNC:4739,GMDMG,3740.0,0.186,4592.0
251,G:HGNC:26300,G:HGNC:4739,GMDpDMG,3674.0,0.173,4440.0
252,G:HGNC:25542,G:HGNC:5962,GMG,972.0,0.129,1116.0
253,G:HGNC:25542,G:HGNC:5962,GMDMG,3299.0,0.183,4038.0
254,G:HGNC:25542,G:HGNC:5962,GMDpDMG,4856.0,0.169,5843.0
255,G:HGNC:24061,G:HGNC:24114,GTG,99.0,0.712,344.0
256,G:HGNC:11646,G:HGNC:12868,GTG,84.0,0.806,433.0
257,G:HGNC:11646,G:HGNC:12868,GMG,22.0,0.933,327.0
258,G:HGNC:11646,G:HGNC:12868,GMDMG,134.0,0.955,2997.0
259,G:HGNC:11646,G:HGNC:12868,GMDpDMG,4298.0,0.025,4409.0
260,G:HGNC:3145,G:HGNC:15880,GTG,157.0,0.527,332.0
261,G:HGNC:4789,G:HGNC:31022,GTG,90.0,0.817,491.0
262,G:HGNC:18703,G:HGNC:27904,GMDMG,1875.0,0.391,3079.0
263,G:HGNC:18703,G:HGNC:27904,GMDpDMG,4155.0,0.273,5716.0
264,G:HGNC:3942,G:HGNC:2237,GTG,576.0,0.353,890.0
265,G:HGNC:37265,G:HGNC:9192,GTG,201.0,0.593,494.0
266,G:HGNC:23687,G:HGNC:24928,GMDMG,1661.0,0.634,4536.0
267,G:HGNC:23687,G:HGNC:24928,GMDpDMG,3788.0,0.379,6096.0
268,G:HGNC:7857,G:HGNC:26714,GTG,83.0,0.736,314.0
269,G:HGNC:7857,G:HGNC:26714,GMDMG,1215.0,0.507,2464.0
270,G:HGNC:5414,G:HGNC:9237,GTG,714.0,0.075,772.0
271,G:HGNC:10596,G:HGNC:1708,GTG,79.0,0.783,364.0
272,G:HGNC:11571,G:HGNC:10961,GDpDpDG,4010.0,0.202,5023.0
273,G:HGNC:11571,G:HGNC:10961,GMG,689.0,0.163,823.0
274,G:HGNC:11571,G:HGNC:10961,GMDMG,714.0,0.723,2577.0
275,G:HGNC:11571,G:HGNC:10961,GMDpDMG,2833.0,0.364,4453.0
276,G:HGNC:24451,G:HGNC:11193,GTG,163.0,0.642,455.0
277,G:HGNC:10610,G:HGNC:13068,GTG,466.0,0.18,568.0
278,G:HGNC:1711,G:HGNC:6697,GTG,305.0,0.426,531.0
279,G:HGNC:9240,G:HGNC:19141,GTG,305.0,0.432,537.0
280,G:HGNC:15906,G:HGNC:26076,GMDMG,1484.0,0.355,2299.0
281,G:HGNC:15283,G:HGNC:23822,GTG,45.0,0.825,257.0
282,G:HGNC:14955,G:HGNC:7188,GTG,113.0,0.767,485.0
283,G:HGNC:20060,G:HGNC:12958,GTG,53.0,0.824,301.0
284,G:HGNC:20060,G:HGNC:12958,GMG,889.0,0.159,1057.0
285,G:HGNC:20060,G:HGNC:12958,GMDMG,1465.0,0.628,3937.0
286,G:HGNC:20060,G:HGNC:12958,GMDpDMG,1798.0,0.714,6296.0
287,G:HGNC:604,G:HGNC:17173,GTG,220.0,0.541,479.0
288,G:HGNC:9612,G:HGNC:23924,GTG,654.0,0.171,789.0
289,G:HGNC:24250,G:HGNC:5270,GTG,106.0,0.793,511.0
290,G:HGNC:24250,G:HGNC:5270,GMG,33.0,0.918,402.0
291,G:HGNC:24250,G:HGNC:5270,GMDMG,1950.0,0.516,4026.0
292,G:HGNC:24250,G:HGNC:5270,GMDpDMG,902.0,0.844,5790.0
293,G:HGNC:3559,G:HGNC:1317,GTG,134.0,0.719,477.0
294,G:HGNC:3559,G:HGNC:1317,GMDMG,603.0,0.726,2200.0
295,G:HGNC:6518,G:HGNC:11052,GTG,248.0,0.418,426.0
296,G:HGNC:6518,G:HGNC:11052,GMG,370.0,0.565,850.0
297,G:HGNC:6518,G:HGNC:11052,GMDMG,4001.0,0.231,5206.0
298,G:HGNC:6518,G:HGNC:11052,GMDpDMG,4549.0,0.209,5752.0
299,G:HGNC:602,G:HGNC:24891,GTG,411.0,0.346,628.0
300,G:HGNC:13922,G:HGNC:19354,GTG,165.0,0.595,407.0
301,G:HGNC:2606,G:HGNC:8624,GMDMG,477.0,0.811,2518.0
302,G:HGNC:2606,G:HGNC:8624,GMDpDMG,1.0,1.0,2512.0
303,G:HGNC:2252,G:HGNC:12680,GTG,514.0,0.473,976.0
304,G:HGNC:2252,G:HGNC:12680,GMDMG,4988.0,0.08,5419.0
305,G:HGNC:2252,G:HGNC:12680,GMDpDMG,5779.0,0.134,6673.0
306,G:HGNC:3430,G:HGNC:13054,GTG,526.0,0.235,688.0
307,G:HGNC:3430,G:HGNC:13054,GMDMG,3796.0,0.086,4155.0
308,G:HGNC:14872,G:HGNC:12458,GTG,649.0,0.073,700.0
309,G:HGNC:14872,G:HGNC:12458,GMDMG,2289.0,0.336,3446.0
310,G:HGNC:14872,G:HGNC:12458,GMDpDMG,3724.0,0.16,4431.0
311,G:HGNC:21496,G:HGNC:15986,GTG,206.0,0.556,464.0
312,G:HGNC:21496,G:HGNC:15986,GMG,112.0,0.755,457.0
313,G:HGNC:21496,G:HGNC:15986,GMDMG,810.0,0.754,3295.0
314,G:HGNC:21496,G:HGNC:15986,GMDpDMG,2925.0,0.421,5048.0
315,G:HGNC:29548,G:HGNC:29436,GTG,75.0,0.816,408.0
316,G:HGNC:29548,G:HGNC:29436,GMDMG,1485.0,0.359,2316.0
317,G:HGNC:23074,G:HGNC:10642,GMDMG,2602.0,0.337,3924.0
318,G:HGNC:23074,G:HGNC:10642,GMDpDMG,4934.0,0.169,5938.0
319,G:HGNC:9848,G:HGNC:17125,GTG,396.0,0.265,539.0
320,G:HGNC:943,G:HGNC:4161,GTG,186.0,0.636,511.0
321,G:HGNC:17592,G:HGNC:8767,GMDMG,2211.0,0.215,2818.0
322,G:HGNC:17055,G:HGNC:17565,GMG,345.0,0.773,1519.0
323,G:HGNC:17055,G:HGNC:17565,GMDMG,717.0,0.87,5512.0
324,G:HGNC:17055,G:HGNC:17565,GMDpDMG,1913.0,0.729,7060.0
325,G:HGNC:9954,G:HGNC:17376,GTG,402.0,0.278,557.0
326,G:HGNC:9954,G:HGNC:17376,GMDMG,4017.0,0.281,5584.0
327,G:HGNC:9954,G:HGNC:17376,GMDpDMG,3556.0,0.494,7023.0
328,G:HGNC:26969,G:HGNC:16085,GMG,562.0,0.32,827.0
329,G:HGNC:26969,G:HGNC:16085,GMDMG,1741.0,0.721,6229.0
330,G:HGNC:26969,G:HGNC:16085,GMDpDMG,2845.0,0.61,7293.0
331,G:HGNC:29322,G:HGNC:23176,GMG,9.0,0.965,259.0
332,G:HGNC:29322,G:HGNC:23176,GMDMG,242.0,0.913,2776.0
333,G:HGNC:29322,G:HGNC:23176,GMDpDMG,4767.0,0.027,4898.0
334,G:HGNC:24226,G:HGNC:11976,GTG,138.0,0.634,377.0
335,G:HGNC:3170,G:HGNC:2855,GTG,464.0,0.187,571.0
336,G:HGNC:32607,G:HGNC:7212,GTG,367.0,0.256,493.0
337,G:HGNC:24808,G:HGNC:18328,GTG,7.0,0.963,189.0
338,G:HGNC:1455,G:HGNC:13886,GTG,656.0,0.144,766.0
339,G:HGNC:1455,G:HGNC:13886,GMG,1068.0,0.088,1171.0
340,G:HGNC:1455,G:HGNC:13886,GMDMG,4596.0,0.043,4802.0
341,G:HGNC:1455,G:HGNC:13886,GMDpDMG,5393.0,0.099,5988.0
342,G:HGNC:23485,G:HGNC:7146,GMG,282.0,0.476,538.0
343,G:HGNC:25492,G:HGNC:29167,GTG,16.0,0.945,290.0
344,G:HGNC:25492,G:HGNC:29167,GMG,560.0,0.319,822.0
