,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:16298,G:HGNC:11441,GTG,346.0,486.0
1,G:HGNC:16298,G:HGNC:11441,GMG,930.0,1722.0
3,G:HGNC:16298,G:HGNC:11441,GMDpDMG,2224.0,7190.0
2,G:HGNC:16298,G:HGNC:11441,GMDMG,3156.0,6019.0
