,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:2205,G:HGNC:7719,GTG,118.0,457.0
1,G:HGNC:2205,G:HGNC:7719,GMDMG,3573.0,4209.0
2,G:HGNC:2205,G:HGNC:7719,GMDpDMG,4753.0,5603.0
