,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:17175,G:HGNC:9065,GTG,12.0,528.0
1,G:HGNC:17175,G:HGNC:9065,GMDMDMG,9082.0,14356.0
