,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:76,G:HGNC:132,GMG,342.0,1105.0
1,G:HGNC:76,G:HGNC:132,GPdPdPG,461.0,1168.0
2,G:HGNC:76,G:HGNC:132,GTG,501.0,1086.0
0,G:HGNC:76,G:HGNC:132,GDpDpDG,691.0,5828.0
4,G:HGNC:76,G:HGNC:132,GMDMDMG,8200.0,14304.0
