,gene1,gene2,ins,mPath,score
0,G:HGNC:6932,G:HGNC:24086,2,GTG,0.1111111111111111
1,G:HGNC:6932,G:HGNC:7,1,GTG,0.043478260869565216
2,G:HGNC:6932,G:HGNC:30005,1,GTG,0.06060606060606061
3,G:HGNC:6932,G:HGNC:17968,1,GTG,0.06666666666666667
4,G:HGNC:6932,G:HGNC:13666,38,GDpDpDG,0.01342756183745583
5,G:HGNC:6932,G:HGNC:13666,1,GTG,0.041666666666666664
6,G:HGNC:6932,G:HGNC:21298,1,GTG,0.05
7,G:HGNC:6932,G:HGNC:17,1,GTG,0.06666666666666667
8,G:HGNC:6932,G:HGNC:24427,1,GTG,0.08333333333333333
9,G:HGNC:6932,G:HGNC:32037,1,GTG,0.08695652173913043
10,G:HGNC:6932,G:HGNC:32038,1,GTG,0.08695652173913043
11,G:HGNC:6932,G:HGNC:25662,1,GTG,0.07692307692307693
12,G:HGNC:6932,G:HGNC:19679,2,GTG,0.0975609756097561
13,G:HGNC:6932,G:HGNC:30205,1,GTG,0.08333333333333333
14,G:HGNC:6932,G:HGNC:18,1,GTG,0.06060606060606061
15,G:HGNC:6932,G:HGNC:19,2,GTG,0.09523809523809523
16,G:HGNC:6932,G:HGNC:20,24,GDpDpDG,0.006798866855524079
17,G:HGNC:6932,G:HGNC:21022,9,GDpDpDG,0.0031375283249084887
18,G:HGNC:6932,G:HGNC:28417,1,GTG,0.06060606060606061
19,G:HGNC:6932,G:HGNC:14235,1,GTG,0.07142857142857142
20,G:HGNC:6932,G:HGNC:17366,18,GDpDpDG,0.028708133971291867
21,G:HGNC:6932,G:HGNC:19235,2,GTG,0.1
22,G:HGNC:6932,G:HGNC:21,1,GTG,0.07142857142857142
23,G:HGNC:6932,G:HGNC:23,1,GDpDpDG,0.0044742729306487695
24,G:HGNC:6932,G:HGNC:29,1,GDpDpDG,0.0020408163265306124
25,G:HGNC:6932,G:HGNC:29,4,GTG,0.09302325581395349
26,G:HGNC:6932,G:HGNC:32,1,GTG,0.043478260869565216
27,G:HGNC:6932,G:HGNC:33,2,GDpDpDG,0.003703703703703704
28,G:HGNC:6932,G:HGNC:33,2,GTG,0.10526315789473684
29,G:HGNC:6932,G:HGNC:34,1,GDpDpDG,0.01098901098901099
30,G:HGNC:6932,G:HGNC:35,1,GDpDpDG,0.014814814814814815
31,G:HGNC:6932,G:HGNC:35,1,GTG,0.05
32,G:HGNC:6932,G:HGNC:36,2,GTG,0.12903225806451613
33,G:HGNC:6932,G:HGNC:37,1,GDpDpDG,0.012422360248447204
34,G:HGNC:6932,G:HGNC:37,2,GTG,0.06060606060606061
35,G:HGNC:6932,G:HGNC:38,2,GTG,0.12903225806451613
36,G:HGNC:6932,G:HGNC:39,1,GTG,0.06896551724137931
37,G:HGNC:6932,G:HGNC:30,1,GTG,0.06896551724137931
38,G:HGNC:6932,G:HGNC:31,1,GTG,0.06896551724137931
39,G:HGNC:6932,G:HGNC:14637,1,GDpDpDG,0.019801980198019802
40,G:HGNC:6932,G:HGNC:14637,3,GTG,0.11764705882352941
41,G:HGNC:6932,G:HGNC:14638,2,GTG,0.12121212121212122
42,G:HGNC:6932,G:HGNC:40,3,GTG,0.13043478260869565
43,G:HGNC:6932,G:HGNC:45,3,GTG,0.10909090909090909
44,G:HGNC:6932,G:HGNC:46,2,GTG,0.12121212121212122
45,G:HGNC:6932,G:HGNC:47,2,GTG,0.0784313725490196
46,G:HGNC:6932,G:HGNC:48,2,GDpDpDG,0.002881844380403458
47,G:HGNC:6932,G:HGNC:48,1,GTG,0.06451612903225806
48,G:HGNC:6932,G:HGNC:49,2,GTG,0.125
49,G:HGNC:6932,G:HGNC:50,2,GTG,0.0975609756097561
50,G:HGNC:6932,G:HGNC:41,1,GTG,0.06666666666666667
51,G:HGNC:6932,G:HGNC:42,10,GDpDpDG,0.003964321110009911
52,G:HGNC:6932,G:HGNC:42,2,GTG,0.10256410256410256
53,G:HGNC:6932,G:HGNC:51,1,GTG,0.041666666666666664
54,G:HGNC:6932,G:HGNC:53,2,GTG,0.06779661016949153
55,G:HGNC:6932,G:HGNC:54,1,GTG,0.058823529411764705
56,G:HGNC:6932,G:HGNC:55,3,GTG,0.14285714285714285
57,G:HGNC:6932,G:HGNC:56,1,GTG,0.0625
58,G:HGNC:6932,G:HGNC:57,12,GDpDpDG,0.0189873417721519
59,G:HGNC:6932,G:HGNC:57,3,GTG,0.15789473684210525
60,G:HGNC:6932,G:HGNC:59,29,GDpDpDG,0.013398013398013399
61,G:HGNC:6932,G:HGNC:59,1,GTG,0.05555555555555555
62,G:HGNC:6932,G:HGNC:60,33,GDpDpDG,0.023852547885796892
63,G:HGNC:6932,G:HGNC:60,1,GTG,0.05128205128205128
64,G:HGNC:6932,G:HGNC:52,2,GTG,0.13333333333333333
65,G:HGNC:6932,G:HGNC:14639,1,GTG,0.05555555555555555
66,G:HGNC:6932,G:HGNC:14640,1,GTG,0.07142857142857142
67,G:HGNC:6932,G:HGNC:16022,1,GTG,0.08
68,G:HGNC:6932,G:HGNC:61,10,GDpDpDG,0.007331378299120235
69,G:HGNC:6932,G:HGNC:61,1,GTG,0.030303030303030304
70,G:HGNC:6932,G:HGNC:66,2,GTG,0.0975609756097561
71,G:HGNC:6932,G:HGNC:67,5,GDpDpDG,0.0061162079510703364
72,G:HGNC:6932,G:HGNC:67,2,GTG,0.09090909090909091
73,G:HGNC:6932,G:HGNC:68,8,GDpDpDG,0.007236544549977386
74,G:HGNC:6932,G:HGNC:68,1,GTG,0.058823529411764705
75,G:HGNC:6932,G:HGNC:69,1,GTG,0.05128205128205128
76,G:HGNC:6932,G:HGNC:70,1,GTG,0.058823529411764705
77,G:HGNC:6932,G:HGNC:72,1,GTG,0.07407407407407407
78,G:HGNC:6932,G:HGNC:73,3,GTG,0.08695652173913043
79,G:HGNC:6932,G:HGNC:74,4,GTG,0.21621621621621623
80,G:HGNC:6932,G:HGNC:13884,3,GTG,0.18181818181818182
81,G:HGNC:6932,G:HGNC:13886,2,GTG,0.09090909090909091
82,G:HGNC:6932,G:HGNC:13887,2,GTG,0.09090909090909091
83,G:HGNC:6932,G:HGNC:17553,2,GTG,0.12903225806451613
84,G:HGNC:6932,G:HGNC:18717,1,GTG,0.047619047619047616
85,G:HGNC:6932,G:HGNC:18718,2,GTG,0.10526315789473684
86,G:HGNC:6932,G:HGNC:21396,23,GDpDpDG,0.019327731092436976
87,G:HGNC:6932,G:HGNC:21398,2,GTG,0.09523809523809523
88,G:HGNC:6932,G:HGNC:15868,32,GDpDpDG,0.009502598366740906
89,G:HGNC:6932,G:HGNC:15868,2,GTG,0.10256410256410256
90,G:HGNC:6932,G:HGNC:20293,1,GTG,0.07692307692307693
91,G:HGNC:6932,G:HGNC:24538,1,GTG,0.08333333333333333
92,G:HGNC:6932,G:HGNC:28235,2,GTG,0.13333333333333333
93,G:HGNC:6932,G:HGNC:13921,2,GTG,0.13793103448275862
94,G:HGNC:6932,G:HGNC:28756,2,GTG,0.10526315789473684
95,G:HGNC:6932,G:HGNC:11320,2,GTG,0.0784313725490196
96,G:HGNC:6932,G:HGNC:24011,3,GTG,0.1276595744680851
97,G:HGNC:6932,G:HGNC:29859,1,GTG,0.06666666666666667
98,G:HGNC:6932,G:HGNC:1364,1,GTG,0.0625
99,G:HGNC:6932,G:HGNC:76,27,GDpDpDG,0.014025974025974027
100,G:HGNC:6932,G:HGNC:76,2,GTG,0.024096385542168676
101,G:HGNC:6932,G:HGNC:77,1,GTG,0.038461538461538464
102,G:HGNC:6932,G:HGNC:78,1,GTG,0.058823529411764705
103,G:HGNC:6932,G:HGNC:29132,1,GTG,0.05714285714285714
104,G:HGNC:6932,G:HGNC:79,1,GTG,0.05714285714285714
105,G:HGNC:6932,G:HGNC:81,3,GTG,0.12244897959183673
106,G:HGNC:6932,G:HGNC:30655,1,GTG,0.06666666666666667
107,G:HGNC:6932,G:HGNC:25829,2,GTG,0.11764705882352941
108,G:HGNC:6932,G:HGNC:28975,2,GTG,0.1
109,G:HGNC:6932,G:HGNC:17369,2,GTG,0.1111111111111111
110,G:HGNC:6932,G:HGNC:18275,2,GTG,0.14285714285714285
111,G:HGNC:6932,G:HGNC:23842,1,GTG,0.07692307692307693
112,G:HGNC:6932,G:HGNC:82,1,GTG,0.05
113,G:HGNC:6932,G:HGNC:83,1,GTG,0.05555555555555555
114,G:HGNC:6932,G:HGNC:84,1,GTG,0.047619047619047616
115,G:HGNC:6932,G:HGNC:85,2,GTG,0.08
116,G:HGNC:6932,G:HGNC:21497,3,GDpDpDG,0.004758128469468675
117,G:HGNC:6932,G:HGNC:21497,2,GTG,0.1111111111111111
118,G:HGNC:6932,G:HGNC:30211,1,GTG,0.0625
119,G:HGNC:6932,G:HGNC:89,6,GDpDpDG,0.005612722170252572
120,G:HGNC:6932,G:HGNC:89,1,GTG,0.05128205128205128
121,G:HGNC:6932,G:HGNC:90,21,GDpDpDG,0.011119936457505957
122,G:HGNC:6932,G:HGNC:90,1,GTG,0.06451612903225806
123,G:HGNC:6932,G:HGNC:91,19,GDpDpDG,0.011370436864153202
124,G:HGNC:6932,G:HGNC:92,3,GDpDpDG,0.004918032786885246
125,G:HGNC:6932,G:HGNC:92,1,GTG,0.046511627906976744
126,G:HGNC:6932,G:HGNC:319,39,GDpDpDG,0.03599446239040148
127,G:HGNC:6932,G:HGNC:319,1,GTG,0.041666666666666664
128,G:HGNC:6932,G:HGNC:16467,1,GTG,0.07142857142857142
129,G:HGNC:6932,G:HGNC:94,2,GTG,0.12121212121212122
130,G:HGNC:6932,G:HGNC:15453,1,GTG,0.06896551724137931
131,G:HGNC:6932,G:HGNC:23338,2,GTG,0.11764705882352941
132,G:HGNC:6932,G:HGNC:23989,1,GTG,0.07407407407407407
133,G:HGNC:6932,G:HGNC:25070,1,GDpDpDG,0.013986013986013986
134,G:HGNC:6932,G:HGNC:25070,1,GTG,0.04878048780487805
135,G:HGNC:6932,G:HGNC:2707,3,GDpDpDG,0.015789473684210527
136,G:HGNC:6932,G:HGNC:2707,2,GTG,0.05263157894736842
137,G:HGNC:6932,G:HGNC:13557,3,GTG,0.10714285714285714
138,G:HGNC:6932,G:HGNC:18356,1,GTG,0.05
139,G:HGNC:6932,G:HGNC:16066,29,GDpDpDG,0.013541909876254962
140,G:HGNC:6932,G:HGNC:16066,1,GTG,0.05
141,G:HGNC:6932,G:HGNC:108,3,GTG,0.08823529411764706
142,G:HGNC:6932,G:HGNC:17066,3,GTG,0.15789473684210525
143,G:HGNC:6932,G:HGNC:4035,3,GTG,0.17647058823529413
144,G:HGNC:6932,G:HGNC:1565,2,GTG,0.08695652173913043
145,G:HGNC:6932,G:HGNC:23692,5,GTG,0.18181818181818182
146,G:HGNC:6932,G:HGNC:1611,3,GTG,0.15
147,G:HGNC:6932,G:HGNC:115,2,GTG,0.08888888888888889
148,G:HGNC:6932,G:HGNC:19288,1,GTG,0.06060606060606061
149,G:HGNC:6932,G:HGNC:117,1,GTG,0.04878048780487805
150,G:HGNC:6932,G:HGNC:118,31,GDpDpDG,0.008264462809917356
151,G:HGNC:6932,G:HGNC:18431,1,GTG,0.05714285714285714
152,G:HGNC:6932,G:HGNC:24157,1,GTG,0.05128205128205128
153,G:HGNC:6932,G:HGNC:15919,8,GDpDpDG,0.054982817869415807
154,G:HGNC:6932,G:HGNC:15919,1,GTG,0.043478260869565216
155,G:HGNC:6932,G:HGNC:20999,1,GTG,0.06896551724137931
156,G:HGNC:6932,G:HGNC:119,38,GDpDpDG,0.010798522307473715
157,G:HGNC:6932,G:HGNC:119,2,GTG,0.08163265306122448
158,G:HGNC:6932,G:HGNC:120,4,GDpDpDG,0.02572347266881029
159,G:HGNC:6932,G:HGNC:122,1,GTG,0.06896551724137931
160,G:HGNC:6932,G:HGNC:123,1,GTG,0.06451612903225806
161,G:HGNC:6932,G:HGNC:14376,1,GTG,0.0625
162,G:HGNC:6932,G:HGNC:124,15,GDpDpDG,0.017045454545454544
163,G:HGNC:6932,G:HGNC:124,1,GTG,0.04878048780487805
164,G:HGNC:6932,G:HGNC:125,4,GTG,0.1702127659574468
165,G:HGNC:6932,G:HGNC:126,2,GTG,0.09302325581395349
166,G:HGNC:6932,G:HGNC:17195,1,GTG,0.06896551724137931
167,G:HGNC:6932,G:HGNC:29567,1,GTG,0.05555555555555555
168,G:HGNC:6932,G:HGNC:26101,1,GTG,0.07407407407407407
169,G:HGNC:6932,G:HGNC:3569,2,GTG,0.08163265306122448
170,G:HGNC:6932,G:HGNC:3570,1,GTG,0.0425531914893617
171,G:HGNC:6932,G:HGNC:3571,3,GDpDpDG,0.020689655172413793
172,G:HGNC:6932,G:HGNC:3571,1,GTG,0.043478260869565216
173,G:HGNC:6932,G:HGNC:16526,2,GTG,0.11764705882352941
174,G:HGNC:6932,G:HGNC:16496,2,GTG,0.11764705882352941
175,G:HGNC:6932,G:HGNC:16091,1,GTG,0.06451612903225806
176,G:HGNC:6932,G:HGNC:129,28,GDpDpDG,0.004219727224775827
177,G:HGNC:6932,G:HGNC:129,1,GTG,0.04
178,G:HGNC:6932,G:HGNC:130,9,GDpDpDG,0.045454545454545456
179,G:HGNC:6932,G:HGNC:132,74,GDpDpDG,0.009355246523388117
180,G:HGNC:6932,G:HGNC:132,3,GTG,0.07317073170731707
181,G:HGNC:6932,G:HGNC:17780,1,GTG,0.06666666666666667
182,G:HGNC:6932,G:HGNC:144,10,GDpDpDG,0.018018018018018018
