,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:76,G:HGNC:166,GTG,358.0,1042.0
2,G:HGNC:76,G:HGNC:166,GMG,835.0,938.0
4,G:HGNC:76,G:HGNC:166,GMDMG,3237.0,5936.0
0,G:HGNC:76,G:HGNC:166,GDpDpDG,3478.0,5687.0
3,G:HGNC:76,G:HGNC:166,GMDMDMG,7148.0,14324.0
