,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:3433,G:HGNC:17097,GDpDG,67.0,429.0
1,G:HGNC:3433,G:HGNC:17097,GDpDpDG,187.0,5794.0
2,G:HGNC:3433,G:HGNC:17097,GTG,323.0,606.0
3,G:HGNC:3433,G:HGNC:17097,GMG,725.0,1611.0
4,G:HGNC:3433,G:HGNC:17097,GMDMG,3222.0,4138.0
