,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:6083,G:HGNC:32783,GMG,1455.0,1607.0
1,G:HGNC:6083,G:HGNC:32783,GMDMG,4446.0,4953.0
2,G:HGNC:6083,G:HGNC:32783,GMDpDMG,4679.0,5246.0
