,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:6932,G:HGNC:9236,GDMDG,1.0,9.0
0,G:HGNC:6932,G:HGNC:9236,GDG,2.0,5.0
1,G:HGNC:6932,G:HGNC:9236,GDpDG,3.0,123.0
4,G:HGNC:6932,G:HGNC:9236,GTG,728.0,934.0
2,G:HGNC:6932,G:HGNC:9236,GDpDpDG,4453.0,4743.0
