,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:21578,G:HGNC:1492,GTG,144.0,431.0
1,G:HGNC:21578,G:HGNC:1492,GMDMDMG,11400.0,14270.0
