gene1,gene2
HGNC:9155,HGNC:391
HGNC:26404,HGNC:812
HGNC:473,HGNC:3771
HGNC:20580,HGNC:24650
HGNC:4816,HGNC:8896
HGNC:392,HGNC:11448
HGNC:6619,HGNC:11257
HGNC:22932,HGNC:406
HGNC:7432,HGNC:3423
HGNC:9060,HGNC:11831
HGNC:3247,HGNC:4162
HGNC:21869,HGNC:8794
HGNC:8786,HGNC:6176
HGNC:25461,HGNC:8127
HGNC:321,HGNC:8768
HGNC:1424,HGNC:23657
HGNC:9411,HGNC:2501
HGNC:10547,HGNC:4057
HGNC:26222,HGNC:7029
HGNC:225,HGNC:18518
HGNC:4806,HGNC:5005
HGNC:18704,HGNC:8032
HGNC:12266,HGNC:11992
HGNC:2859,HGNC:8788
HGNC:7436,HGNC:8772
HGNC:4799,HGNC:237
HGNC:14198,HGNC:12563
HGNC:11179,HGNC:8790
HGNC:30802,HGNC:28526
HGNC:24247,HGNC:1037
HGNC:8548,HGNC:9081
HGNC:857,HGNC:753
HGNC:3151,HGNC:29685
HGNC:4892,HGNC:23
HGNC:26527,HGNC:9726
HGNC:1492,HGNC:3513
HGNC:11425,HGNC:9280
HGNC:16066,HGNC:8977
HGNC:12572,HGNC:22140
HGNC:1971,HGNC:4241
HGNC:4570,HGNC:9726
HGNC:6524,HGNC:175
HGNC:8028,HGNC:4551
HGNC:2973,HGNC:236
HGNC:24650,HGNC:9052
HGNC:4177,HGNC:20324
HGNC:3706,HGNC:3579
HGNC:2843,HGNC:25481
HGNC:23161,HGNC:9325
HGNC:12266,HGNC:2976
HGNC:25133,HGNC:8789
HGNC:11834,HGNC:11842
HGNC:9388,HGNC:8032
HGNC:11257,HGNC:8975
HGNC:6664,HGNC:8923
HGNC:4118,HGNC:25695
HGNC:12586,HGNC:3005
HGNC:9060,HGNC:406
HGNC:2698,HGNC:13533
HGNC:10872,HGNC:8877
HGNC:17877,HGNC:15517
HGNC:30262,HGNC:2592
HGNC:9689,HGNC:3148
HGNC:468,HGNC:232
HGNC:7166,HGNC:3012
HGNC:9040,HGNC:177
HGNC:12840,HGNC:5330
HGNC:25133,HGNC:5005
HGNC:1318,HGNC:2698
HGNC:25133,HGNC:9173
HGNC:7529,HGNC:7104
HGNC:8773,HGNC:9414
HGNC:6842,HGNC:7590
HGNC:9305,HGNC:9453
HGNC:23141,HGNC:1318
HGNC:8806,HGNC:924
HGNC:6601,HGNC:11559
HGNC:29958,HGNC:930
HGNC:12586,HGNC:19316
HGNC:385,HGNC:236
HGNC:1424,HGNC:392
HGNC:8778,HGNC:1246
HGNC:3418,HGNC:4570
HGNC:16066,HGNC:2330
HGNC:12009,HGNC:8957
HGNC:9155,HGNC:30802
HGNC:4204,HGNC:9414
HGNC:24249,HGNC:17175
HGNC:19139,HGNC:4056
HGNC:232,HGNC:12592
HGNC:924,HGNC:4296
HGNC:2860,HGNC:2976
HGNC:21144,HGNC:26404
HGNC:2873,HGNC:361
HGNC:11992,HGNC:237
HGNC:1971,HGNC:18062
HGNC:8794,HGNC:6840
HGNC:9302,HGNC:18453
HGNC:388,HGNC:13420
HGNC:12592,HGNC:11609
HGNC:9752,HGNC:17095
HGNC:2321,HGNC:12496
HGNC:2860,HGNC:857
HGNC:9314,HGNC:3551
HGNC:11448,HGNC:9453
HGNC:1062,HGNC:1476
HGNC:7707,HGNC:3418
HGNC:4021,HGNC:8636
HGNC:6601,HGNC:20286
HGNC:9314,HGNC:6903
HGNC:3642,HGNC:4551
HGNC:3247,HGNC:4817
HGNC:6826,HGNC:8806
HGNC:7104,HGNC:6937
HGNC:8754,HGNC:1500
HGNC:388,HGNC:713
HGNC:7473,HGNC:9751
HGNC:236,HGNC:325
HGNC:2858,HGNC:3148
HGNC:1424,HGNC:10547
HGNC:2294,HGNC:735
HGNC:11503,HGNC:16999
HGNC:2321,HGNC:6469
HGNC:2602,HGNC:4189
HGNC:4795,HGNC:2501
HGNC:13211,HGNC:30881
HGNC:21406,HGNC:11460
HGNC:853,HGNC:8768
HGNC:6186,HGNC:12513
HGNC:7707,HGNC:9721
HGNC:3148,HGNC:2330
HGNC:392,HGNC:9350
HGNC:9940,HGNC:2719
HGNC:4837,HGNC:2277
HGNC:9413,HGNC:9040
HGNC:8788,HGNC:7758
HGNC:9958,HGNC:7708
HGNC:4892,HGNC:9302
HGNC:6619,HGNC:8028
HGNC:853,HGNC:7193
HGNC:89,HGNC:3434
HGNC:8548,HGNC:8789
HGNC:11179,HGNC:13398
HGNC:10547,HGNC:4241
HGNC:2321,HGNC:18466
HGNC:8940,HGNC:13533
HGNC:13211,HGNC:9115
HGNC:2843,HGNC:393
HGNC:7450,HGNC:11179
HGNC:4799,HGNC:24671
HGNC:7680,HGNC:29666
HGNC:8960,HGNC:2330
HGNC:1492,HGNC:6685
HGNC:3012,HGNC:93
HGNC:451,HGNC:11460
HGNC:1476,HGNC:3688
HGNC:1062,HGNC:237
HGNC:7473,HGNC:10297
HGNC:4817,HGNC:6685
HGNC:37276,HGNC:29932
HGNC:17341,HGNC:2678
HGNC:21042,HGNC:6050
HGNC:8923,HGNC:2501
HGNC:8789,HGNC:2592
HGNC:30611,HGNC:15917
HGNC:10537,HGNC:404
HGNC:18518,HGNC:10872
HGNC:11425,HGNC:11448
HGNC:2933,HGNC:9725
HGNC:30611,HGNC:8724
HGNC:12877,HGNC:1067
HGNC:4416,HGNC:3092
HGNC:16001,HGNC:12730
HGNC:3092,HGNC:1460
HGNC:24475,HGNC:2731
HGNC:8604,HGNC:9314
HGNC:393,HGNC:18062
HGNC:3247,HGNC:9255
HGNC:24247,HGNC:2861
HGNC:2689,HGNC:30262
HGNC:2973,HGNC:9588
HGNC:7154,HGNC:2976
HGNC:3631,HGNC:2342
HGNC:11834,HGNC:29666
HGNC:9059,HGNC:9280
HGNC:19237,HGNC:6903
HGNC:18704,HGNC:18062
HGNC:8768,HGNC:6050
HGNC:4177,HGNC:15925
HGNC:7413,HGNC:23657
HGNC:4803,HGNC:3688
HGNC:9282,HGNC:8768
HGNC:8021,HGNC:11831
HGNC:4795,HGNC:19139
HGNC:6601,HGNC:4193
HGNC:25538,HGNC:5005
HGNC:890,HGNC:26527
HGNC:20499,HGNC:3518
HGNC:7179,HGNC:3092
HGNC:25223,HGNC:4311
HGNC:6050,HGNC:13420
HGNC:12469,HGNC:16999
HGNC:19684,HGNC:23141
HGNC:9407,HGNC:388
HGNC:15993,HGNC:1247
HGNC:9040,HGNC:3518
HGNC:291,HGNC:23056
HGNC:1133,HGNC:175
HGNC:1550,HGNC:8021
HGNC:321,HGNC:22140
HGNC:2973,HGNC:9115
HGNC:2898,HGNC:7216
HGNC:8108,HGNC:9411
HGNC:7436,HGNC:18062
HGNC:2528,HGNC:4057
HGNC:853,HGNC:9414
HGNC:24650,HGNC:9399
HGNC:4118,HGNC:33882
HGNC:30611,HGNC:2972
HGNC:886,HGNC:6172
HGNC:37276,HGNC:3688
HGNC:800,HGNC:2698
HGNC:8794,HGNC:2972
HGNC:12469,HGNC:6193
HGNC:9082,HGNC:2843
HGNC:10681,HGNC:15516
HGNC:21144,HGNC:9173
HGNC:9155,HGNC:11782
HGNC:25792,HGNC:8896
HGNC:19237,HGNC:93
HGNC:392,HGNC:7029
HGNC:9399,HGNC:8653
HGNC:1133,HGNC:4696
HGNC:7218,HGNC:11782
HGNC:812,HGNC:4241
HGNC:5157,HGNC:4570
HGNC:9407,HGNC:26274
HGNC:1461,HGNC:10294
HGNC:4289,HGNC:1067
HGNC:3579,HGNC:30260
HGNC:4115,HGNC:2707
HGNC:8636,HGNC:29685
HGNC:30802,HGNC:4195
HGNC:12877,HGNC:2592
HGNC:17646,HGNC:120
HGNC:4296,HGNC:25695
HGNC:11503,HGNC:6215
HGNC:3148,HGNC:8957
HGNC:8925,HGNC:6176
HGNC:1461,HGNC:4806
HGNC:7708,HGNC:93
HGNC:12572,HGNC:393
HGNC:2228,HGNC:470
HGNC:4118,HGNC:6617
HGNC:13211,HGNC:7468
HGNC:4551,HGNC:10547
HGNC:7218,HGNC:2972
HGNC:12015,HGNC:4551
HGNC:7715,HGNC:5005
HGNC:15672,HGNC:9721
HGNC:26527,HGNC:15517
HGNC:17759,HGNC:4803
HGNC:8604,HGNC:713
HGNC:17341,HGNC:9350
HGNC:1377,HGNC:9891
HGNC:25695,HGNC:28526
HGNC:4422,HGNC:6619
HGNC:8925,HGNC:15868
HGNC:7218,HGNC:20286
HGNC:6617,HGNC:9052
HGNC:23161,HGNC:4057
HGNC:2602,HGNC:3356
HGNC:3438,HGNC:9325
HGNC:5391,HGNC:713
HGNC:9155,HGNC:21474
HGNC:29932,HGNC:17175
HGNC:3642,HGNC:2898
HGNC:6898,HGNC:1500
HGNC:11120,HGNC:17877
HGNC:9052,HGNC:8975
HGNC:8108,HGNC:5005
HGNC:25133,HGNC:19691
HGNC:25135,HGNC:3148
HGNC:3535,HGNC:18337
HGNC:12840,HGNC:6176
HGNC:8806,HGNC:9721
HGNC:4922,HGNC:8905
HGNC:10537,HGNC:23657
HGNC:6535,HGNC:13398
HGNC:9725,HGNC:2843
HGNC:3528,HGNC:4803
HGNC:10537,HGNC:854
HGNC:1971,HGNC:13398
HGNC:10537,HGNC:12563
HGNC:2602,HGNC:6315
HGNC:15917,HGNC:9066
HGNC:3631,HGNC:30260
HGNC:414,HGNC:13398
HGNC:9388,HGNC:877
HGNC:1912,HGNC:9066
HGNC:13211,HGNC:25461
HGNC:9752,HGNC:30740
HGNC:6192,HGNC:7710
HGNC:10294,HGNC:11559
HGNC:8127,HGNC:2843
HGNC:3631,HGNC:1318
HGNC:392,HGNC:6685
HGNC:2896,HGNC:6172
HGNC:9453,HGNC:8957
HGNC:1985,HGNC:3012
HGNC:2294,HGNC:237
HGNC:1492,HGNC:2330
HGNC:26274,HGNC:5201
HGNC:25538,HGNC:21406
HGNC:9302,HGNC:9115
HGNC:119,HGNC:6831
HGNC:16001,HGNC:4125
HGNC:24861,HGNC:2528
HGNC:7863,HGNC:6826
HGNC:26444,HGNC:9958
HGNC:417,HGNC:9940
HGNC:6619,HGNC:23159
HGNC:2867,HGNC:1971
HGNC:9279,HGNC:23
HGNC:4796,HGNC:468
HGNC:11782,HGNC:8654
HGNC:393,HGNC:8927
HGNC:1067,HGNC:812
HGNC:1492,HGNC:24861
HGNC:7892,HGNC:17800
HGNC:4125,HGNC:626
HGNC:24671,HGNC:2972
HGNC:9725,HGNC:4806
HGNC:4115,HGNC:801
HGNC:25538,HGNC:257
HGNC:19684,HGNC:29666
HGNC:17697,HGNC:930
HGNC:9082,HGNC:6512
HGNC:816,HGNC:1912
HGNC:8923,HGNC:451
HGNC:7104,HGNC:5157
HGNC:7473,HGNC:11277
HGNC:6192,HGNC:9588
HGNC:9388,HGNC:406
HGNC:857,HGNC:28526
HGNC:91,HGNC:2323
HGNC:9305,HGNC:11992
HGNC:30611,HGNC:3528
HGNC:8794,HGNC:21474
HGNC:26404,HGNC:4816
HGNC:6215,HGNC:5005
HGNC:1848,HGNC:232
HGNC:3631,HGNC:7413
HGNC:7436,HGNC:4311
HGNC:9407,HGNC:8768
HGNC:20580,HGNC:468
HGNC:2843,HGNC:23056
HGNC:404,HGNC:1037
HGNC:10294,HGNC:468
HGNC:6685,HGNC:6708
HGNC:4298,HGNC:7708
HGNC:2228,HGNC:8654
HGNC:11120,HGNC:6080
HGNC:6535,HGNC:23056
HGNC:17175,HGNC:19358
HGNC:8022,HGNC:26527
HGNC:30802,HGNC:6469
HGNC:6619,HGNC:4296
HGNC:812,HGNC:25695
HGNC:1509,HGNC:4817
HGNC:6619,HGNC:21474
HGNC:11120,HGNC:8754
HGNC:1480,HGNC:232
HGNC:8960,HGNC:2678
HGNC:4570,HGNC:17175
HGNC:21022,HGNC:8108
HGNC:19691,HGNC:930
HGNC:20286,HGNC:2731
HGNC:10537,HGNC:5208
HGNC:341,HGNC:3092
HGNC:25223,HGNC:8778
HGNC:6193,HGNC:11559
HGNC:3631,HGNC:26444
HGNC:30260,HGNC:17095
HGNC:4204,HGNC:9891
HGNC:19691,HGNC:15516
HGNC:8896,HGNC:29594
HGNC:341,HGNC:7710
HGNC:7179,HGNC:7892
HGNC:8925,HGNC:12009
HGNC:25481,HGNC:7715
HGNC:19317,HGNC:23161
HGNC:3151,HGNC:29666
HGNC:8925,HGNC:11503
HGNC:7680,HGNC:6050
HGNC:11559,HGNC:3647
HGNC:30611,HGNC:4816
HGNC:24247,HGNC:13533
HGNC:4799,HGNC:924
HGNC:2843,HGNC:3012
HGNC:232,HGNC:735
HGNC:4801,HGNC:4335
HGNC:4115,HGNC:11842
HGNC:6619,HGNC:29685
HGNC:2602,HGNC:9453
HGNC:5212,HGNC:8032
HGNC:6664,HGNC:14988
HGNC:4241,HGNC:4800
HGNC:7473,HGNC:2260
HGNC:15629,HGNC:3005
HGNC:3247,HGNC:15925
HGNC:812,HGNC:30881
HGNC:3631,HGNC:4892
HGNC:5218,HGNC:19331
HGNC:12592,HGNC:2976
HGNC:30262,HGNC:9870
HGNC:2973,HGNC:9940
HGNC:26527,HGNC:8940
HGNC:2873,HGNC:237
HGNC:8021,HGNC:11120
HGNC:5212,HGNC:20286
HGNC:14988,HGNC:13420
HGNC:20093,HGNC:794
HGNC:8547,HGNC:406
HGNC:1461,HGNC:2731
HGNC:8604,HGNC:8975
HGNC:8724,HGNC:11278
HGNC:9411,HGNC:17877
HGNC:9413,HGNC:9453
HGNC:9302,HGNC:451
HGNC:886,HGNC:9059
HGNC:4162,HGNC:6833
HGNC:469,HGNC:12496
HGNC:10681,HGNC:6619
HGNC:29958,HGNC:24862
HGNC:4298,HGNC:12592
HGNC:8108,HGNC:8905
HGNC:6192,HGNC:11777
HGNC:6530,HGNC:9870
HGNC:8773,HGNC:4800
HGNC:4021,HGNC:2861
HGNC:20286,HGNC:8794
HGNC:8964,HGNC:26444
HGNC:5330,HGNC:2330
HGNC:8790,HGNC:7029
HGNC:7104,HGNC:924
HGNC:24650,HGNC:9350
HGNC:19691,HGNC:11277
HGNC:8788,HGNC:8840
HGNC:1442,HGNC:3706
HGNC:4125,HGNC:735
HGNC:19317,HGNC:26404
HGNC:3706,HGNC:17095
HGNC:19317,HGNC:8905
HGNC:2501,HGNC:8975
HGNC:2277,HGNC:8028
HGNC:8127,HGNC:13345
HGNC:20286,HGNC:6833
HGNC:9083,HGNC:12572
HGNC:28358,HGNC:11277
HGNC:17175,HGNC:6172
HGNC:9725,HGNC:6617
HGNC:1424,HGNC:816
HGNC:7450,HGNC:4455
HGNC:417,HGNC:4796
HGNC:6193,HGNC:7436
HGNC:361,HGNC:7631
HGNC:12572,HGNC:7758
HGNC:4162,HGNC:2519
HGNC:6664,HGNC:291
HGNC:469,HGNC:7029
HGNC:3247,HGNC:10547
HGNC:2602,HGNC:2592
HGNC:22932,HGNC:6535
HGNC:7707,HGNC:1971
HGNC:5213,HGNC:17800
HGNC:18986,HGNC:3700
HGNC:26222,HGNC:4699
HGNC:9751,HGNC:8609
HGNC:15993,HGNC:2873
HGNC:18985,HGNC:11460
HGNC:10872,HGNC:321
HGNC:3418,HGNC:6215
HGNC:8604,HGNC:11278
HGNC:4189,HGNC:17800
HGNC:7715,HGNC:799
HGNC:2228,HGNC:23141
HGNC:3642,HGNC:1460
HGNC:15505,HGNC:3647
HGNC:18294,HGNC:8653
HGNC:15505,HGNC:18062
HGNC:8789,HGNC:23
HGNC:9411,HGNC:9067
HGNC:451,HGNC:2698
HGNC:5391,HGNC:9305
HGNC:10681,HGNC:4296
HGNC:13486,HGNC:12877
HGNC:1971,HGNC:5208
HGNC:26222,HGNC:93
HGNC:9689,HGNC:3700
HGNC:1062,HGNC:9302
HGNC:853,HGNC:18453
HGNC:11179,HGNC:12440
HGNC:438,HGNC:799
HGNC:7473,HGNC:25538
HGNC:2328,HGNC:17035
HGNC:4816,HGNC:91
HGNC:24475,HGNC:9314
HGNC:2652,HGNC:4057
HGNC:26222,HGNC:2528
HGNC:1480,HGNC:4125
HGNC:2898,HGNC:29666
HGNC:5391,HGNC:414
HGNC:25461,HGNC:6530
HGNC:4422,HGNC:4115
HGNC:4056,HGNC:4800
HGNC:6601,HGNC:7154
HGNC:1318,HGNC:30260
HGNC:20580,HGNC:6617
HGNC:7863,HGNC:13533
HGNC:9413,HGNC:6619
HGNC:7450,HGNC:362
HGNC:30262,HGNC:9891
HGNC:3438,HGNC:12730
HGNC:12469,HGNC:2843
HGNC:3434,HGNC:930
HGNC:23161,HGNC:1133
HGNC:3631,HGNC:4195
HGNC:11842,HGNC:4241
HGNC:2867,HGNC:2277
HGNC:10537,HGNC:15868
HGNC:6685,HGNC:6971
HGNC:9282,HGNC:9208
HGNC:37276,HGNC:1037
HGNC:2277,HGNC:1492
HGNC:9067,HGNC:29666
HGNC:19691,HGNC:854
HGNC:8547,HGNC:2861
HGNC:4195,HGNC:3423
HGNC:4422,HGNC:21474
HGNC:15629,HGNC:2860
HGNC:12651,HGNC:29685
HGNC:26274,HGNC:17759
HGNC:10294,HGNC:21406
HGNC:9302,HGNC:9588
HGNC:90,HGNC:8957
HGNC:6050,HGNC:7892
HGNC:7166,HGNC:9588
HGNC:2858,HGNC:30881
HGNC:15505,HGNC:409
HGNC:8877,HGNC:93
HGNC:8960,HGNC:9726
HGNC:9402,HGNC:3012
HGNC:8609,HGNC:4193
HGNC:8907,HGNC:2678
HGNC:1509,HGNC:9173
HGNC:3434,HGNC:15917
HGNC:25223,HGNC:6971
HGNC:7179,HGNC:4455
HGNC:1848,HGNC:7473
HGNC:20286,HGNC:9399
HGNC:10681,HGNC:7154
HGNC:9725,HGNC:12586
HGNC:7193,HGNC:1133
HGNC:758,HGNC:24861
HGNC:21144,HGNC:7029
HGNC:4799,HGNC:15868
HGNC:3151,HGNC:9726
HGNC:9314,HGNC:9689
HGNC:11425,HGNC:857
HGNC:15505,HGNC:2858
HGNC:10294,HGNC:29932
HGNC:7707,HGNC:18985
HGNC:1480,HGNC:3647
HGNC:3518,HGNC:6171
HGNC:9350,HGNC:9115
HGNC:21022,HGNC:7045
HGNC:17095,HGNC:6176
HGNC:5212,HGNC:1246
HGNC:395,HGNC:12730
HGNC:26274,HGNC:22140
HGNC:3771,HGNC:13486
HGNC:3247,HGNC:2519
HGNC:29932,HGNC:9462
HGNC:20580,HGNC:799
HGNC:14988,HGNC:18062
HGNC:9082,HGNC:11179
HGNC:753,HGNC:9280
HGNC:4796,HGNC:2330
HGNC:25223,HGNC:8754
HGNC:257,HGNC:3151
HGNC:30881,HGNC:16999
HGNC:9155,HGNC:2858
HGNC:23056,HGNC:30605
HGNC:8806,HGNC:29932
HGNC:21144,HGNC:20093
HGNC:9314,HGNC:26527
HGNC:19331,HGNC:6172
HGNC:869,HGNC:8877
HGNC:408,HGNC:4696
HGNC:11609,HGNC:19358
HGNC:8654,HGNC:5201
HGNC:8127,HGNC:10547
HGNC:10537,HGNC:8022
HGNC:3418,HGNC:1247
HGNC:1509,HGNC:6685
HGNC:18453,HGNC:2592
HGNC:23161,HGNC:22140
HGNC:4422,HGNC:325
HGNC:361,HGNC:3647
HGNC:10872,HGNC:5330
HGNC:1492,HGNC:9280
HGNC:20580,HGNC:7436
HGNC:19237,HGNC:9059
HGNC:11448,HGNC:713
HGNC:17341,HGNC:8840
HGNC:9577,HGNC:9280
HGNC:13486,HGNC:1133
HGNC:1062,HGNC:6080
HGNC:1062,HGNC:2861
HGNC:1377,HGNC:8931
HGNC:23161,HGNC:9067
HGNC:15672,HGNC:1480
HGNC:5394,HGNC:2719
HGNC:5154,HGNC:7758
HGNC:9721,HGNC:4696
HGNC:4422,HGNC:24592
HGNC:4313,HGNC:9402
HGNC:9350,HGNC:6512
HGNC:2933,HGNC:6193
HGNC:12496,HGNC:251
HGNC:2652,HGNC:15516
HGNC:4817,HGNC:4803
HGNC:12586,HGNC:2328
HGNC:13211,HGNC:9060
HGNC:2873,HGNC:8977
HGNC:24650,HGNC:237
HGNC:12009,HGNC:2858
HGNC:119,HGNC:8896
HGNC:9388,HGNC:794
HGNC:30611,HGNC:2731
HGNC:9407,HGNC:2707
HGNC:25792,HGNC:21406
HGNC:28358,HGNC:2328
HGNC:1500,HGNC:4800
HGNC:9414,HGNC:23159
HGNC:2867,HGNC:7029
HGNC:12496,HGNC:4057
HGNC:8960,HGNC:851
HGNC:10294,HGNC:8927
HGNC:6898,HGNC:800
HGNC:414,HGNC:325
HGNC:119,HGNC:20499
HGNC:28883,HGNC:2330
HGNC:2294,HGNC:6937
HGNC:13211,HGNC:24678
HGNC:7529,HGNC:16066
HGNC:6898,HGNC:24650
HGNC:8940,HGNC:8931
HGNC:23141,HGNC:4551
HGNC:4422,HGNC:4699
HGNC:11834,HGNC:21406
HGNC:8724,HGNC:17035
HGNC:11120,HGNC:8636
HGNC:388,HGNC:22140
HGNC:8840,HGNC:2328
HGNC:2859,HGNC:10818
HGNC:9462,HGNC:6315
HGNC:757,HGNC:2860
HGNC:14198,HGNC:16001
HGNC:18704,HGNC:17035
HGNC:9349,HGNC:1037
HGNC:2852,HGNC:10297
HGNC:26527,HGNC:8786
HGNC:2501,HGNC:714
HGNC:9958,HGNC:2976
HGNC:2294,HGNC:15925
HGNC:13211,HGNC:9940
HGNC:2859,HGNC:2280
HGNC:5394,HGNC:3688
HGNC:7713,HGNC:29594
HGNC:801,HGNC:6840
HGNC:9751,HGNC:9414
HGNC:8724,HGNC:6171
HGNC:361,HGNC:2678
HGNC:2859,HGNC:3518
HGNC:15917,HGNC:8905
HGNC:1492,HGNC:8653
HGNC:8840,HGNC:1246
HGNC:23161,HGNC:9388
HGNC:757,HGNC:13398
HGNC:8786,HGNC:8931
HGNC:417,HGNC:4922
HGNC:758,HGNC:20286
HGNC:2933,HGNC:854
HGNC:6831,HGNC:4162
HGNC:11831,HGNC:15868
HGNC:12572,HGNC:232
HGNC:2995,HGNC:9752
HGNC:9462,HGNC:3513
HGNC:2342,HGNC:6833
HGNC:4551,HGNC:2280
HGNC:7179,HGNC:93
HGNC:9083,HGNC:3418
HGNC:5391,HGNC:12592
HGNC:4416,HGNC:2972
HGNC:2501,HGNC:9115
HGNC:25133,HGNC:5157
HGNC:4118,HGNC:8923
HGNC:17646,HGNC:8975
HGNC:7450,HGNC:9721
HGNC:7045,HGNC:3005
HGNC:1067,HGNC:4296
HGNC:8877,HGNC:30740
HGNC:11425,HGNC:13345
HGNC:3642,HGNC:19358
HGNC:9413,HGNC:15517
HGNC:24475,HGNC:321
HGNC:30611,HGNC:93
HGNC:9067,HGNC:232
HGNC:9407,HGNC:4699
HGNC:24592,HGNC:13398
HGNC:4892,HGNC:4021
HGNC:4313,HGNC:3700
HGNC:473,HGNC:13420
HGNC:24678,HGNC:7715
HGNC:6833,HGNC:8927
HGNC:1461,HGNC:9752
HGNC:12015,HGNC:2843
HGNC:9280,HGNC:17800
HGNC:391,HGNC:9453
HGNC:9067,HGNC:26274
HGNC:8806,HGNC:2260
HGNC:14198,HGNC:26222
HGNC:21022,HGNC:4289
HGNC:7863,HGNC:9958
HGNC:9060,HGNC:2731
HGNC:9279,HGNC:3706
HGNC:4118,HGNC:11449
HGNC:7716,HGNC:23159
HGNC:7707,HGNC:801
HGNC:24249,HGNC:1247
HGNC:24464,HGNC:393
HGNC:6315,HGNC:13420
HGNC:1848,HGNC:5213
HGNC:7529,HGNC:6842
HGNC:23056,HGNC:8592
HGNC:3438,HGNC:6512
HGNC:14198,HGNC:3148
HGNC:794,HGNC:7045
HGNC:21406,HGNC:13420
HGNC:15672,HGNC:801
HGNC:3356,HGNC:8653
HGNC:4177,HGNC:4696
HGNC:8789,HGNC:8786
HGNC:4817,HGNC:6080
HGNC:28358,HGNC:714
HGNC:7104,HGNC:13398
HGNC:4816,HGNC:7631
HGNC:18466,HGNC:15516
HGNC:6619,HGNC:11277
HGNC:30881,HGNC:7715
HGNC:886,HGNC:758
HGNC:6193,HGNC:3518
HGNC:341,HGNC:3579
HGNC:388,HGNC:1971
HGNC:17035,HGNC:237
HGNC:4118,HGNC:4801
HGNC:12009,HGNC:3133
HGNC:11179,HGNC:8754
HGNC:2972,HGNC:237
HGNC:6619,HGNC:3356
HGNC:9725,HGNC:6530
HGNC:414,HGNC:6512
HGNC:393,HGNC:2976
HGNC:8021,HGNC:6831
HGNC:29932,HGNC:8957
HGNC:11425,HGNC:20499
HGNC:10545,HGNC:6833
HGNC:17035,HGNC:7590
HGNC:6315,HGNC:30260
HGNC:28883,HGNC:18466
HGNC:4816,HGNC:11831
HGNC:6192,HGNC:869
HGNC:20499,HGNC:17877
HGNC:18518,HGNC:2260
HGNC:7710,HGNC:17964
HGNC:4195,HGNC:9891
HGNC:3247,HGNC:8724
HGNC:7413,HGNC:25135
HGNC:29958,HGNC:12877
HGNC:6535,HGNC:9059
HGNC:7413,HGNC:10818
HGNC:8925,HGNC:18986
HGNC:5212,HGNC:877
HGNC:10545,HGNC:8840
HGNC:758,HGNC:7166
HGNC:11559,HGNC:7166
HGNC:385,HGNC:2976
HGNC:4801,HGNC:29812
HGNC:2933,HGNC:6171
HGNC:1461,HGNC:33882
HGNC:4125,HGNC:3092
HGNC:4551,HGNC:8927
HGNC:1912,HGNC:6971
HGNC:10681,HGNC:17035
HGNC:4065,HGNC:24249
HGNC:9413,HGNC:8964
HGNC:1550,HGNC:10872
HGNC:327,HGNC:7631
HGNC:6080,HGNC:8724
HGNC:13345,HGNC:2689
HGNC:9067,HGNC:8592
HGNC:2933,HGNC:29958
HGNC:23056,HGNC:451
HGNC:16066,HGNC:175
HGNC:4817,HGNC:12440
HGNC:8754,HGNC:468
HGNC:8604,HGNC:120
HGNC:12877,HGNC:2260
HGNC:8923,HGNC:3551
HGNC:21022,HGNC:12440
HGNC:8806,HGNC:851
HGNC:26444,HGNC:5201
HGNC:12877,HGNC:11277
HGNC:341,HGNC:30605
HGNC:4837,HGNC:4795
HGNC:25695,HGNC:4696
HGNC:8548,HGNC:93
HGNC:8646,HGNC:6315
HGNC:3631,HGNC:714
HGNC:119,HGNC:13486
HGNC:10294,HGNC:2861
HGNC:4922,HGNC:2342
HGNC:8547,HGNC:15505
HGNC:3247,HGNC:11120
HGNC:6664,HGNC:8754
HGNC:24475,HGNC:13420
HGNC:20233,HGNC:8032
HGNC:2652,HGNC:19331
HGNC:119,HGNC:24464
HGNC:388,HGNC:6080
HGNC:9083,HGNC:2858
HGNC:8636,HGNC:3518
HGNC:17877,HGNC:1442
HGNC:7029,HGNC:18324
HGNC:11120,HGNC:8768
HGNC:28358,HGNC:4289
HGNC:17759,HGNC:93
HGNC:13211,HGNC:23056
HGNC:4422,HGNC:23657
HGNC:18294,HGNC:25135
HGNC:28358,HGNC:19691
HGNC:19691,HGNC:1460
HGNC:9115,HGNC:7166
HGNC:19317,HGNC:395
HGNC:1550,HGNC:8108
HGNC:9752,HGNC:854
HGNC:8768,HGNC:232
HGNC:21144,HGNC:2976
HGNC:8957,HGNC:5330
HGNC:1492,HGNC:6708
HGNC:4313,HGNC:12266
HGNC:4138,HGNC:3046
HGNC:4837,HGNC:11460
HGNC:24678,HGNC:1246
HGNC:8548,HGNC:2707
HGNC:2858,HGNC:2519
HGNC:9173,HGNC:851
HGNC:11782,HGNC:24671
HGNC:3528,HGNC:3647
HGNC:17646,HGNC:408
HGNC:890,HGNC:4551
HGNC:257,HGNC:451
HGNC:5218,HGNC:19691
HGNC:8840,HGNC:1247
HGNC:232,HGNC:17035
HGNC:21144,HGNC:11448
HGNC:2873,HGNC:4311
HGNC:6708,HGNC:5201
HGNC:4795,HGNC:17759
HGNC:19691,HGNC:10297
HGNC:3005,HGNC:11449
HGNC:19331,HGNC:1318
HGNC:3418,HGNC:4162
HGNC:404,HGNC:7590
