gene1,gene2
HGNC:391,HGNC:4706
HGNC:7707,HGNC:9940
HGNC:2973,HGNC:11559
HGNC:4416,HGNC:4817
HGNC:6186,HGNC:8028
HGNC:8783,HGNC:1247
HGNC:3688,HGNC:4800
HGNC:10681,HGNC:2528
HGNC:2294,HGNC:9413
HGNC:6186,HGNC:7468
HGNC:9066,HGNC:4341
HGNC:2528,HGNC:6522
HGNC:9155,HGNC:924
HGNC:19691,HGNC:4195
HGNC:21042,HGNC:15917
HGNC:17697,HGNC:325
HGNC:8960,HGNC:90
HGNC:6664,HGNC:8957
HGNC:89,HGNC:4800
HGNC:7716,HGNC:12651
HGNC:1500,HGNC:8032
HGNC:470,HGNC:23
HGNC:7863,HGNC:6524
HGNC:9721,HGNC:8768
HGNC:8940,HGNC:11277
HGNC:8636,HGNC:6080
HGNC:9725,HGNC:2731
HGNC:9155,HGNC:857
HGNC:91,HGNC:8032
HGNC:20580,HGNC:361
HGNC:8773,HGNC:7468
HGNC:7716,HGNC:8977
HGNC:8789,HGNC:2519
HGNC:2501,HGNC:3005
HGNC:4177,HGNC:2678
HGNC:12440,HGNC:9402
HGNC:4799,HGNC:9066
HGNC:30802,HGNC:7713
HGNC:2277,HGNC:25695
HGNC:3535,HGNC:8768
HGNC:3092,HGNC:6512
HGNC:4795,HGNC:29685
HGNC:385,HGNC:8592
HGNC:12877,HGNC:20
HGNC:12877,HGNC:177
HGNC:9958,HGNC:3767
HGNC:327,HGNC:2995
HGNC:9751,HGNC:8032
HGNC:20580,HGNC:4193
HGNC:10681,HGNC:14988
HGNC:758,HGNC:15919
HGNC:13486,HGNC:17877
HGNC:225,HGNC:12586
HGNC:29958,HGNC:9411
HGNC:321,HGNC:12730
HGNC:9725,HGNC:9751
HGNC:6617,HGNC:3012
HGNC:2867,HGNC:16001
HGNC:6664,HGNC:24862
HGNC:3356,HGNC:406
HGNC:257,HGNC:6315
HGNC:6831,HGNC:8907
HGNC:5391,HGNC:3767
HGNC:10537,HGNC:3133
HGNC:473,HGNC:17759
HGNC:9388,HGNC:20
HGNC:18986,HGNC:23159
HGNC:8022,HGNC:8940
HGNC:3418,HGNC:8654
HGNC:120,HGNC:21406
HGNC:3247,HGNC:8592
HGNC:8923,HGNC:17646
HGNC:6619,HGNC:9721
HGNC:9067,HGNC:5005
HGNC:30605,HGNC:29594
HGNC:4801,HGNC:21406
HGNC:3642,HGNC:6172
HGNC:18986,HGNC:8840
HGNC:3151,HGNC:7708
HGNC:24592,HGNC:9067
HGNC:30802,HGNC:25695
HGNC:8877,HGNC:17800
HGNC:1377,HGNC:1912
HGNC:15993,HGNC:1246
HGNC:5213,HGNC:9060
HGNC:7179,HGNC:8778
HGNC:8609,HGNC:16066
HGNC:13398,HGNC:713
HGNC:7529,HGNC:18062
HGNC:5201,HGNC:13533
HGNC:362,HGNC:4057
HGNC:3535,HGNC:25133
HGNC:8778,HGNC:20233
HGNC:6840,HGNC:4696
HGNC:8548,HGNC:1246
HGNC:2689,HGNC:8654
HGNC:11257,HGNC:251
HGNC:5213,HGNC:8768
HGNC:177,HGNC:8646
HGNC:8609,HGNC:20324
HGNC:4125,HGNC:12572
HGNC:19317,HGNC:2861
HGNC:11559,HGNC:3133
HGNC:4796,HGNC:3012
HGNC:2652,HGNC:12266
HGNC:2602,HGNC:794
HGNC:2858,HGNC:325
HGNC:758,HGNC:3046
HGNC:120,HGNC:15868
HGNC:9388,HGNC:9453
HGNC:6937,HGNC:2323
HGNC:8905,HGNC:2719
HGNC:18324,HGNC:7468
HGNC:1985,HGNC:30260
HGNC:8840,HGNC:29685
HGNC:24475,HGNC:7710
HGNC:4189,HGNC:30802
HGNC:6535,HGNC:16066
HGNC:9155,HGNC:2698
HGNC:10297,HGNC:13420
HGNC:9407,HGNC:2689
HGNC:7432,HGNC:4162
HGNC:24464,HGNC:6215
HGNC:4837,HGNC:713
HGNC:4311,HGNC:13533
HGNC:393,HGNC:6522
HGNC:8783,HGNC:4455
HGNC:2592,HGNC:5208
HGNC:4795,HGNC:8788
HGNC:6193,HGNC:3579
HGNC:9040,HGNC:4189
HGNC:11425,HGNC:93
HGNC:9399,HGNC:9891
HGNC:7863,HGNC:11777
HGNC:9588,HGNC:16999
HGNC:6050,HGNC:11992
HGNC:7193,HGNC:5208
HGNC:20499,HGNC:7631
HGNC:6898,HGNC:19316
HGNC:19237,HGNC:17964
HGNC:9462,HGNC:6524
HGNC:4806,HGNC:17877
HGNC:4816,HGNC:29666
HGNC:14198,HGNC:232
HGNC:15868,HGNC:8654
HGNC:19691,HGNC:3092
HGNC:4065,HGNC:3579
HGNC:8636,HGNC:21406
HGNC:6685,HGNC:6469
HGNC:8794,HGNC:18466
HGNC:3151,HGNC:25695
HGNC:9302,HGNC:930
HGNC:11831,HGNC:12840
HGNC:6664,HGNC:800
HGNC:2973,HGNC:2843
HGNC:2294,HGNC:25135
HGNC:22932,HGNC:8896
HGNC:6530,HGNC:8022
HGNC:8754,HGNC:24247
HGNC:1461,HGNC:3647
HGNC:29812,HGNC:414
HGNC:4296,HGNC:3148
HGNC:12563,HGNC:11278
HGNC:26404,HGNC:2260
HGNC:4125,HGNC:4335
HGNC:9279,HGNC:25695
HGNC:9305,HGNC:15868
HGNC:5394,HGNC:735
HGNC:8896,HGNC:800
HGNC:812,HGNC:15919
HGNC:14988,HGNC:9891
HGNC:23161,HGNC:20286
HGNC:417,HGNC:29932
HGNC:4189,HGNC:9255
HGNC:4416,HGNC:5201
HGNC:11179,HGNC:8548
HGNC:4795,HGNC:6903
HGNC:3631,HGNC:9388
HGNC:5212,HGNC:15517
HGNC:8788,HGNC:18466
HGNC:7179,HGNC:2976
HGNC:1848,HGNC:9399
HGNC:21144,HGNC:385
HGNC:1318,HGNC:714
HGNC:18324,HGNC:1442
HGNC:24861,HGNC:17095
HGNC:4021,HGNC:451
HGNC:24475,HGNC:26527
HGNC:9060,HGNC:8772
HGNC:6601,HGNC:26222
HGNC:2260,HGNC:10547
HGNC:6617,HGNC:9726
HGNC:26274,HGNC:8957
HGNC:8609,HGNC:25792
HGNC:4296,HGNC:3700
HGNC:6469,HGNC:414
HGNC:4289,HGNC:6186
HGNC:4012,HGNC:2678
HGNC:7680,HGNC:29419
HGNC:8790,HGNC:11992
HGNC:18324,HGNC:8957
HGNC:9725,HGNC:9155
HGNC:20,HGNC:857
HGNC:1971,HGNC:414
HGNC:19317,HGNC:7708
HGNC:29932,HGNC:6172
HGNC:26274,HGNC:8032
HGNC:6903,HGNC:3700
HGNC:438,HGNC:7758
HGNC:417,HGNC:9052
HGNC:17877,HGNC:17800
HGNC:15505,HGNC:6971
HGNC:33882,HGNC:11842
HGNC:15672,HGNC:251
HGNC:8021,HGNC:321
HGNC:11834,HGNC:30262
HGNC:3151,HGNC:30881
HGNC:15993,HGNC:9066
HGNC:232,HGNC:7631
HGNC:6601,HGNC:11777
HGNC:12840,HGNC:93
HGNC:15993,HGNC:6215
HGNC:6708,HGNC:11277
HGNC:9726,HGNC:11609
HGNC:21144,HGNC:29932
HGNC:5391,HGNC:15517
HGNC:18518,HGNC:8957
HGNC:2933,HGNC:4803
HGNC:17877,HGNC:8931
HGNC:10547,HGNC:7758
HGNC:30262,HGNC:3700
HGNC:5391,HGNC:9891
HGNC:7707,HGNC:7530
HGNC:9453,HGNC:6176
HGNC:4313,HGNC:4795
HGNC:3435,HGNC:626
HGNC:5208,HGNC:19358
HGNC:25461,HGNC:930
HGNC:4012,HGNC:9588
HGNC:7529,HGNC:13486
HGNC:236,HGNC:25695
HGNC:1912,HGNC:17095
HGNC:2933,HGNC:9402
HGNC:6619,HGNC:91
HGNC:1550,HGNC:4177
HGNC:1509,HGNC:11782
HGNC:6186,HGNC:1037
HGNC:24678,HGNC:29594
HGNC:5212,HGNC:4175
HGNC:23161,HGNC:2858
HGNC:5218,HGNC:8028
HGNC:7892,HGNC:2861
HGNC:2602,HGNC:13398
HGNC:8108,HGNC:8896
HGNC:341,HGNC:15517
HGNC:5391,HGNC:470
HGNC:404,HGNC:325
HGNC:257,HGNC:29932
HGNC:6664,HGNC:6215
HGNC:853,HGNC:2898
HGNC:4551,HGNC:4706
HGNC:8021,HGNC:20
HGNC:469,HGNC:17697
HGNC:2342,HGNC:800
HGNC:4195,HGNC:15516
HGNC:6530,HGNC:9689
HGNC:17646,HGNC:29958
HGNC:8840,HGNC:713
HGNC:8754,HGNC:9115
HGNC:8923,HGNC:1460
HGNC:12496,HGNC:257
HGNC:10681,HGNC:17800
HGNC:13211,HGNC:12440
HGNC:7680,HGNC:9870
HGNC:3247,HGNC:291
HGNC:1509,HGNC:16001
HGNC:8127,HGNC:4056
HGNC:5218,HGNC:7631
HGNC:8789,HGNC:120
HGNC:11834,HGNC:11559
HGNC:25792,HGNC:1500
HGNC:236,HGNC:17964
HGNC:11448,HGNC:406
HGNC:21022,HGNC:5330
HGNC:469,HGNC:735
HGNC:2898,HGNC:30605
HGNC:20324,HGNC:8032
HGNC:1848,HGNC:4706
HGNC:225,HGNC:29685
HGNC:10537,HGNC:8754
HGNC:1318,HGNC:4056
HGNC:24650,HGNC:23159
HGNC:20093,HGNC:29685
HGNC:8840,HGNC:4175
HGNC:2323,HGNC:6176
HGNC:7193,HGNC:7045
HGNC:758,HGNC:11609
HGNC:7413,HGNC:12651
HGNC:21022,HGNC:22140
HGNC:9060,HGNC:30802
HGNC:10537,HGNC:3012
HGNC:15993,HGNC:6530
HGNC:7104,HGNC:4551
HGNC:4795,HGNC:9870
HGNC:8609,HGNC:5330
HGNC:225,HGNC:9349
HGNC:4311,HGNC:5005
HGNC:9082,HGNC:10537
HGNC:4422,HGNC:25481
HGNC:25461,HGNC:251
HGNC:11782,HGNC:7631
HGNC:469,HGNC:25481
HGNC:853,HGNC:3551
HGNC:26019,HGNC:468
HGNC:1062,HGNC:11777
HGNC:4817,HGNC:851
HGNC:7631,HGNC:6215
HGNC:6535,HGNC:9302
HGNC:7193,HGNC:13420
HGNC:2898,HGNC:9891
HGNC:8927,HGNC:1246
HGNC:19331,HGNC:5201
HGNC:9577,HGNC:2280
HGNC:20499,HGNC:9402
HGNC:3418,HGNC:758
HGNC:12586,HGNC:2323
HGNC:7707,HGNC:6315
HGNC:21474,HGNC:12840
HGNC:13211,HGNC:4806
HGNC:4115,HGNC:9350
HGNC:10872,HGNC:3688
HGNC:1550,HGNC:13486
HGNC:6315,HGNC:6176
HGNC:15993,HGNC:22932
HGNC:4551,HGNC:1133
HGNC:22932,HGNC:6842
HGNC:1067,HGNC:1985
HGNC:19684,HGNC:175
HGNC:20233,HGNC:13420
HGNC:6535,HGNC:6315
HGNC:7529,HGNC:1476
HGNC:4922,HGNC:9411
HGNC:9411,HGNC:9350
HGNC:4837,HGNC:1912
HGNC:29958,HGNC:4806
HGNC:5157,HGNC:3005
HGNC:1480,HGNC:4021
HGNC:3535,HGNC:20
HGNC:3438,HGNC:9350
HGNC:1461,HGNC:877
HGNC:24247,HGNC:16066
HGNC:7218,HGNC:11278
HGNC:327,HGNC:24592
HGNC:29812,HGNC:12730
HGNC:11179,HGNC:30262
HGNC:9411,HGNC:6080
HGNC:6192,HGNC:9402
HGNC:2707,HGNC:1247
HGNC:2933,HGNC:12572
HGNC:9282,HGNC:19358
HGNC:1377,HGNC:9689
HGNC:7710,HGNC:4177
HGNC:21144,HGNC:6601
HGNC:5212,HGNC:8925
HGNC:13345,HGNC:251
HGNC:886,HGNC:2976
HGNC:26019,HGNC:28526
HGNC:29958,HGNC:11425
HGNC:4065,HGNC:11834
HGNC:8964,HGNC:6215
HGNC:24475,HGNC:886
HGNC:11842,HGNC:9891
HGNC:1424,HGNC:1442
HGNC:6937,HGNC:3767
HGNC:6080,HGNC:11278
HGNC:8931,HGNC:29685
HGNC:9407,HGNC:438
HGNC:9349,HGNC:9040
HGNC:19743,HGNC:15917
HGNC:19237,HGNC:6831
HGNC:18704,HGNC:4795
HGNC:886,HGNC:361
HGNC:2328,HGNC:8032
HGNC:4922,HGNC:25135
HGNC:3005,HGNC:8653
HGNC:4817,HGNC:11460
HGNC:1424,HGNC:19691
HGNC:9173,HGNC:20286
HGNC:25461,HGNC:8592
HGNC:2843,HGNC:9350
HGNC:9302,HGNC:9891
HGNC:8964,HGNC:23159
HGNC:1971,HGNC:5394
HGNC:18985,HGNC:1247
HGNC:9155,HGNC:21869
HGNC:19139,HGNC:2861
HGNC:9115,HGNC:8653
HGNC:7450,HGNC:9402
HGNC:8768,HGNC:869
HGNC:8108,HGNC:4313
HGNC:3438,HGNC:9067
HGNC:9413,HGNC:9940
HGNC:473,HGNC:341
HGNC:15993,HGNC:392
HGNC:15672,HGNC:6617
HGNC:8604,HGNC:6842
HGNC:327,HGNC:4837
HGNC:12266,HGNC:409
HGNC:4570,HGNC:3012
HGNC:6826,HGNC:468
HGNC:6176,HGNC:4696
HGNC:2995,HGNC:1912
HGNC:7530,HGNC:29812
HGNC:8960,HGNC:5005
HGNC:8788,HGNC:237
HGNC:361,HGNC:232
HGNC:10681,HGNC:2861
HGNC:409,HGNC:20233
HGNC:4335,HGNC:6524
HGNC:18466,HGNC:7631
HGNC:7104,HGNC:6524
HGNC:4422,HGNC:2280
HGNC:2843,HGNC:9081
HGNC:18062,HGNC:877
HGNC:8773,HGNC:6215
HGNC:392,HGNC:18062
HGNC:7631,HGNC:17175
HGNC:30802,HGNC:1442
HGNC:1502,HGNC:15672
HGNC:4816,HGNC:6524
HGNC:14988,HGNC:11460
HGNC:4422,HGNC:6535
HGNC:3771,HGNC:2652
HGNC:10537,HGNC:11449
HGNC:4922,HGNC:91
HGNC:11834,HGNC:2843
HGNC:9940,HGNC:15925
HGNC:7179,HGNC:26222
HGNC:393,HGNC:812
HGNC:2321,HGNC:6171
HGNC:4311,HGNC:6524
HGNC:20324,HGNC:5208
HGNC:7193,HGNC:9350
HGNC:19743,HGNC:9208
HGNC:18466,HGNC:13398
HGNC:1848,HGNC:2592
HGNC:7529,HGNC:16001
HGNC:2858,HGNC:11992
HGNC:24592,HGNC:21474
HGNC:1318,HGNC:735
HGNC:7193,HGNC:291
HGNC:4806,HGNC:9081
HGNC:6619,HGNC:9453
HGNC:4021,HGNC:4204
HGNC:7680,HGNC:385
HGNC:9059,HGNC:7892
HGNC:25223,HGNC:11842
HGNC:3148,HGNC:23
HGNC:8547,HGNC:9402
HGNC:4021,HGNC:4551
HGNC:3435,HGNC:869
HGNC:6898,HGNC:8547
HGNC:15925,HGNC:930
HGNC:33882,HGNC:1133
HGNC:11834,HGNC:22140
HGNC:7450,HGNC:7436
HGNC:341,HGNC:30881
HGNC:18985,HGNC:6469
HGNC:19743,HGNC:6617
HGNC:6842,HGNC:4175
HGNC:18704,HGNC:714
HGNC:4065,HGNC:21042
HGNC:1318,HGNC:17095
HGNC:7530,HGNC:9689
HGNC:2707,HGNC:8028
HGNC:4922,HGNC:21869
HGNC:10872,HGNC:16066
HGNC:17877,HGNC:9350
HGNC:8794,HGNC:8940
HGNC:3434,HGNC:6535
HGNC:24249,HGNC:6937
HGNC:800,HGNC:7715
HGNC:1502,HGNC:13486
HGNC:417,HGNC:9462
HGNC:816,HGNC:21474
HGNC:5212,HGNC:4696
HGNC:13486,HGNC:924
HGNC:18294,HGNC:13345
HGNC:3092,HGNC:3647
HGNC:9059,HGNC:3518
HGNC:1500,HGNC:4057
HGNC:5212,HGNC:9052
HGNC:11777,HGNC:11460
HGNC:11834,HGNC:6708
HGNC:11120,HGNC:11460
HGNC:12513,HGNC:30881
HGNC:291,HGNC:8646
HGNC:29812,HGNC:8931
HGNC:853,HGNC:5154
HGNC:9082,HGNC:7432
HGNC:11179,HGNC:8768
HGNC:4162,HGNC:19316
HGNC:1492,HGNC:9066
HGNC:19237,HGNC:23159
HGNC:15917,HGNC:1246
HGNC:28883,HGNC:4803
HGNC:393,HGNC:9115
HGNC:26274,HGNC:8975
HGNC:7707,HGNC:713
HGNC:4806,HGNC:6685
HGNC:12266,HGNC:17759
HGNC:2228,HGNC:4056
HGNC:6831,HGNC:9350
HGNC:3647,HGNC:4800
HGNC:12496,HGNC:8772
HGNC:2719,HGNC:1246
HGNC:9350,HGNC:20233
HGNC:4816,HGNC:15868
HGNC:9725,HGNC:29666
HGNC:1492,HGNC:5394
HGNC:4118,HGNC:3771
HGNC:13345,HGNC:5005
HGNC:19691,HGNC:4800
HGNC:37276,HGNC:1476
HGNC:5154,HGNC:4341
HGNC:12496,HGNC:886
HGNC:9208,HGNC:6831
HGNC:7530,HGNC:8877
HGNC:16066,HGNC:6171
HGNC:232,HGNC:1318
HGNC:18986,HGNC:1247
HGNC:3642,HGNC:9388
HGNC:8877,HGNC:7758
HGNC:8788,HGNC:4799
HGNC:10681,HGNC:25538
HGNC:17877,HGNC:414
HGNC:8636,HGNC:28526
HGNC:4115,HGNC:9402
HGNC:19743,HGNC:6685
HGNC:8754,HGNC:1985
HGNC:757,HGNC:1133
HGNC:4795,HGNC:12440
HGNC:257,HGNC:6971
HGNC:8028,HGNC:20324
HGNC:7529,HGNC:9279
HGNC:3438,HGNC:4296
HGNC:7892,HGNC:5208
HGNC:8840,HGNC:13533
HGNC:29594,HGNC:17095
HGNC:8653,HGNC:7216
HGNC:4455,HGNC:6172
HGNC:758,HGNC:23159
HGNC:18704,HGNC:7708
HGNC:20580,HGNC:18453
HGNC:4012,HGNC:800
HGNC:3092,HGNC:4806
HGNC:6601,HGNC:9052
HGNC:19691,HGNC:29666
HGNC:6522,HGNC:251
HGNC:8548,HGNC:21869
HGNC:6171,HGNC:19358
HGNC:25223,HGNC:2678
HGNC:8127,HGNC:6215
HGNC:890,HGNC:2896
HGNC:9282,HGNC:6524
HGNC:11559,HGNC:9066
HGNC:20580,HGNC:5213
HGNC:3133,HGNC:6172
HGNC:4012,HGNC:4422
HGNC:9083,HGNC:10872
HGNC:10681,HGNC:8789
HGNC:9155,HGNC:8877
HGNC:257,HGNC:236
HGNC:26274,HGNC:9081
HGNC:6530,HGNC:2528
HGNC:9725,HGNC:5212
HGNC:5212,HGNC:8028
HGNC:8925,HGNC:5330
HGNC:11179,HGNC:924
HGNC:25481,HGNC:3005
HGNC:9725,HGNC:4204
HGNC:20286,HGNC:7590
HGNC:25538,HGNC:3579
HGNC:22932,HGNC:362
HGNC:29932,HGNC:7758
HGNC:4189,HGNC:1912
HGNC:7758,HGNC:5005
HGNC:3642,HGNC:409
HGNC:10537,HGNC:9173
HGNC:9314,HGNC:30802
HGNC:4012,HGNC:18986
HGNC:7892,HGNC:11992
HGNC:4313,HGNC:11449
HGNC:2294,HGNC:19331
HGNC:14198,HGNC:291
HGNC:11503,HGNC:17341
HGNC:11120,HGNC:9388
HGNC:8021,HGNC:2898
HGNC:11559,HGNC:877
HGNC:177,HGNC:4551
HGNC:9752,HGNC:4298
HGNC:2973,HGNC:1424
HGNC:853,HGNC:9155
HGNC:9752,HGNC:232
HGNC:10294,HGNC:91
HGNC:19317,HGNC:7216
HGNC:7468,HGNC:12592
HGNC:1848,HGNC:9305
HGNC:24475,HGNC:414
HGNC:9689,HGNC:8977
HGNC:8925,HGNC:24247
HGNC:2328,HGNC:12840
HGNC:13486,HGNC:10547
HGNC:21869,HGNC:30260
HGNC:1318,HGNC:18337
HGNC:8773,HGNC:2995
HGNC:404,HGNC:6522
HGNC:12563,HGNC:393
HGNC:2321,HGNC:5157
HGNC:9083,HGNC:6826
HGNC:3642,HGNC:18985
HGNC:2529,HGNC:29594
HGNC:6530,HGNC:17341
HGNC:6619,HGNC:8654
HGNC:4118,HGNC:11460
HGNC:4125,HGNC:890
HGNC:9208,HGNC:5394
HGNC:11503,HGNC:4193
HGNC:120,HGNC:8907
HGNC:11449,HGNC:9726
HGNC:2707,HGNC:7166
HGNC:9577,HGNC:9059
HGNC:12496,HGNC:15925
HGNC:8960,HGNC:9891
HGNC:232,HGNC:2698
HGNC:1550,HGNC:28526
HGNC:11425,HGNC:8547
HGNC:4313,HGNC:25481
HGNC:119,HGNC:26274
HGNC:853,HGNC:24249
HGNC:9588,HGNC:2678
HGNC:2859,HGNC:291
HGNC:7529,HGNC:30260
HGNC:6842,HGNC:8786
HGNC:21042,HGNC:18466
HGNC:18294,HGNC:7218
HGNC:12592,HGNC:5005
HGNC:6530,HGNC:18466
HGNC:7193,HGNC:470
HGNC:7413,HGNC:8940
HGNC:417,HGNC:9067
HGNC:8783,HGNC:15505
HGNC:7863,HGNC:8028
HGNC:3631,HGNC:7166
HGNC:2689,HGNC:12592
HGNC:13345,HGNC:29932
HGNC:9751,HGNC:2689
HGNC:9411,HGNC:816
HGNC:11179,HGNC:20
HGNC:4816,HGNC:9115
HGNC:4193,HGNC:17035
HGNC:21144,HGNC:11831
HGNC:1480,HGNC:20233
HGNC:7715,HGNC:7216
HGNC:7104,HGNC:393
HGNC:7863,HGNC:4341
HGNC:6619,HGNC:6186
HGNC:18985,HGNC:12840
HGNC:2321,HGNC:21042
HGNC:2294,HGNC:4193
HGNC:7029,HGNC:3700
HGNC:10872,HGNC:21869
HGNC:4175,HGNC:6172
HGNC:9280,HGNC:21406
HGNC:19331,HGNC:8772
HGNC:473,HGNC:9940
HGNC:9870,HGNC:735
HGNC:9725,HGNC:6050
HGNC:15672,HGNC:11449
HGNC:5330,HGNC:3423
HGNC:5212,HGNC:6522
HGNC:11831,HGNC:90
HGNC:23161,HGNC:24249
HGNC:13211,HGNC:13420
HGNC:468,HGNC:4162
HGNC:6530,HGNC:7166
HGNC:6664,HGNC:4799
HGNC:24592,HGNC:2731
HGNC:2843,HGNC:11559
HGNC:15993,HGNC:4175
HGNC:408,HGNC:28526
HGNC:15505,HGNC:2861
HGNC:9462,HGNC:11559
HGNC:8773,HGNC:3688
HGNC:8604,HGNC:2852
HGNC:8654,HGNC:3579
HGNC:10297,HGNC:8653
HGNC:7473,HGNC:7468
HGNC:23141,HGNC:18453
HGNC:4422,HGNC:6833
HGNC:9314,HGNC:21474
HGNC:1550,HGNC:3551
HGNC:5154,HGNC:2860
HGNC:7179,HGNC:30260
HGNC:2843,HGNC:4193
HGNC:21022,HGNC:12266
HGNC:7707,HGNC:12840
HGNC:9870,HGNC:8905
HGNC:4817,HGNC:4696
HGNC:15917,HGNC:6903
HGNC:1460,HGNC:4800
HGNC:6192,HGNC:758
HGNC:7631,HGNC:4800
HGNC:12877,HGNC:9752
HGNC:801,HGNC:11992
HGNC:8021,HGNC:2707
HGNC:5157,HGNC:9689
HGNC:2933,HGNC:8840
HGNC:14988,HGNC:2976
HGNC:37276,HGNC:2972
HGNC:10294,HGNC:4193
HGNC:21022,HGNC:17759
HGNC:18518,HGNC:4175
HGNC:8768,HGNC:4311
HGNC:4795,HGNC:8940
HGNC:8773,HGNC:877
HGNC:18518,HGNC:6315
HGNC:3535,HGNC:9059
HGNC:4416,HGNC:391
HGNC:236,HGNC:2260
HGNC:9958,HGNC:362
HGNC:1550,HGNC:409
HGNC:4056,HGNC:17800
HGNC:9577,HGNC:2860
HGNC:2328,HGNC:800
HGNC:29958,HGNC:5394
HGNC:753,HGNC:11842
HGNC:24475,HGNC:3647
HGNC:9282,HGNC:24475
HGNC:10545,HGNC:4817
HGNC:4799,HGNC:11609
HGNC:9280,HGNC:30881
HGNC:3092,HGNC:2689
HGNC:2867,HGNC:13486
HGNC:21144,HGNC:7473
HGNC:13345,HGNC:23056
HGNC:8778,HGNC:890
HGNC:2277,HGNC:753
HGNC:2342,HGNC:8778
HGNC:11257,HGNC:15919
HGNC:9082,HGNC:4696
HGNC:20093,HGNC:468
HGNC:1912,HGNC:6171
HGNC:11120,HGNC:9081
HGNC:30802,HGNC:24861
HGNC:8021,HGNC:414
HGNC:2528,HGNC:6469
HGNC:7450,HGNC:23657
HGNC:2321,HGNC:3642
HGNC:753,HGNC:451
HGNC:26444,HGNC:851
HGNC:25538,HGNC:15629
HGNC:18518,HGNC:8768
HGNC:257,HGNC:468
HGNC:91,HGNC:25481
HGNC:22932,HGNC:26222
HGNC:7218,HGNC:714
HGNC:7473,HGNC:8768
HGNC:28883,HGNC:4806
HGNC:17964,HGNC:414
HGNC:1502,HGNC:2867
HGNC:4012,HGNC:2330
HGNC:4699,HGNC:8786
HGNC:9173,HGNC:4189
HGNC:10681,HGNC:3418
HGNC:25695,HGNC:11277
HGNC:4837,HGNC:19317
HGNC:2277,HGNC:8724
HGNC:17341,HGNC:6522
HGNC:4699,HGNC:12840
HGNC:9577,HGNC:23159
HGNC:8923,HGNC:10537
HGNC:20093,HGNC:735
HGNC:8609,HGNC:19358
HGNC:2867,HGNC:12586
HGNC:327,HGNC:6535
HGNC:473,HGNC:19317
HGNC:7713,HGNC:8957
HGNC:26274,HGNC:851
HGNC:20499,HGNC:12730
HGNC:890,HGNC:395
HGNC:8609,HGNC:3012
HGNC:18518,HGNC:24861
HGNC:13420,HGNC:13533
HGNC:90,HGNC:251
HGNC:8768,HGNC:9350
HGNC:417,HGNC:28358
HGNC:10681,HGNC:3133
HGNC:7413,HGNC:6512
HGNC:438,HGNC:4057
HGNC:25538,HGNC:6171
HGNC:9059,HGNC:21406
HGNC:2277,HGNC:9302
HGNC:1502,HGNC:6469
HGNC:2973,HGNC:4335
HGNC:11460,HGNC:4800
HGNC:9414,HGNC:21474
HGNC:30802,HGNC:8907
HGNC:10294,HGNC:4800
HGNC:89,HGNC:8806
HGNC:24475,HGNC:2592
HGNC:14198,HGNC:11609
HGNC:1480,HGNC:8022
HGNC:89,HGNC:8636
HGNC:13345,HGNC:17341
HGNC:4065,HGNC:2873
HGNC:19317,HGNC:28526
HGNC:29812,HGNC:4162
HGNC:2529,HGNC:3012
HGNC:6192,HGNC:626
HGNC:24861,HGNC:15919
HGNC:8790,HGNC:2976
HGNC:2294,HGNC:6524
HGNC:2860,HGNC:2280
HGNC:177,HGNC:5201
HGNC:7707,HGNC:404
HGNC:9173,HGNC:451
HGNC:7529,HGNC:12730
HGNC:6619,HGNC:12840
HGNC:7029,HGNC:8905
HGNC:9067,HGNC:19316
HGNC:21022,HGNC:15917
HGNC:6524,HGNC:3356
HGNC:2843,HGNC:406
HGNC:3435,HGNC:13420
HGNC:18985,HGNC:8896
HGNC:12266,HGNC:8032
HGNC:385,HGNC:9752
HGNC:18518,HGNC:26404
HGNC:3418,HGNC:12496
HGNC:7193,HGNC:9255
HGNC:4138,HGNC:8977
HGNC:1509,HGNC:4175
HGNC:3133,HGNC:17095
HGNC:11120,HGNC:8975
HGNC:29958,HGNC:3767
HGNC:21144,HGNC:29666
HGNC:15672,HGNC:468
HGNC:8548,HGNC:8840
HGNC:225,HGNC:2689
HGNC:1247,HGNC:406
HGNC:15516,HGNC:6903
HGNC:12513,HGNC:7892
HGNC:1971,HGNC:2719
HGNC:2867,HGNC:4313
HGNC:9751,HGNC:1461
HGNC:7179,HGNC:7707
HGNC:2501,HGNC:11559
HGNC:4189,HGNC:6524
HGNC:232,HGNC:3005
HGNC:21042,HGNC:2519
HGNC:753,HGNC:2330
HGNC:19237,HGNC:21406
HGNC:9349,HGNC:9891
HGNC:473,HGNC:8778
HGNC:404,HGNC:8806
HGNC:20499,HGNC:9689
HGNC:8806,HGNC:15517
HGNC:9280,HGNC:12592
HGNC:4195,HGNC:20499
HGNC:5218,HGNC:2592
HGNC:89,HGNC:7892
HGNC:9280,HGNC:10297
HGNC:24464,HGNC:17341
HGNC:2973,HGNC:24249
HGNC:5213,HGNC:18294
HGNC:12592,HGNC:9588
HGNC:7707,HGNC:29666
HGNC:7193,HGNC:8977
HGNC:9407,HGNC:2529
HGNC:9413,HGNC:23159
HGNC:7529,HGNC:30802
HGNC:6172,HGNC:3423
HGNC:4570,HGNC:5208
HGNC:2843,HGNC:3356
HGNC:18985,HGNC:6833
HGNC:2973,HGNC:29666
