,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:1599,G:HGNC:14338,GMG,1204.0,1350.0
1,G:HGNC:1599,G:HGNC:14338,GMDMG,2666.0,4886.0
2,G:HGNC:1599,G:HGNC:14338,GMDpDMG,3531.0,5585.0
