,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:13717,G:HGNC:13488,GTG,526.0,620.0
1,G:HGNC:13717,G:HGNC:13488,GMG,1166.0,1545.0
2,G:HGNC:13717,G:HGNC:13488,GMDMG,2492.0,5658.0
3,G:HGNC:13717,G:HGNC:13488,GMDpDMG,3551.0,6852.0
