,gene1,gene2,ins,mPath,score
0,G:HGNC:9236,G:HGNC:841,2,GTG,0.029411764705882353
1,G:HGNC:9236,G:HGNC:842,2,GTG,0.029850746268656716
2,G:HGNC:9236,G:HGNC:843,1,GTG,0.015037593984962405
3,G:HGNC:9236,G:HGNC:848,1,GTG,0.014814814814814815
4,G:HGNC:9236,G:HGNC:840,3,GTG,0.04285714285714286
5,G:HGNC:9236,G:HGNC:845,2,GTG,0.029411764705882353
6,G:HGNC:9236,G:HGNC:850,3,GTG,0.043795620437956206
7,G:HGNC:9236,G:HGNC:18305,2,GTG,0.028169014084507043
8,G:HGNC:9236,G:HGNC:851,1,GTG,0.013986013986013986
9,G:HGNC:9236,G:HGNC:853,1,GTG,0.0125
10,G:HGNC:9236,G:HGNC:854,3,GTG,0.04081632653061224
11,G:HGNC:9236,G:HGNC:856,2,GTG,0.028368794326241134
12,G:HGNC:9236,G:HGNC:18264,1,GTG,0.014598540145985401
13,G:HGNC:9236,G:HGNC:13527,2,GTG,0.027777777777777776
14,G:HGNC:9236,G:HGNC:857,2,GTG,0.028169014084507043
15,G:HGNC:9236,G:HGNC:18125,2,GTG,0.03007518796992481
16,G:HGNC:9236,G:HGNC:16832,2,GTG,0.02877697841726619
17,G:HGNC:9236,G:HGNC:864,2,GTG,0.028368794326241134
18,G:HGNC:9236,G:HGNC:862,1,GTG,0.014925373134328358
19,G:HGNC:9236,G:HGNC:18265,1,GTG,0.014925373134328358
20,G:HGNC:9236,G:HGNC:18303,2,GTG,0.028169014084507043
21,G:HGNC:9236,G:HGNC:865,4,GTG,0.052980132450331126
22,G:HGNC:9236,G:HGNC:18481,2,GTG,0.027586206896551724
23,G:HGNC:9236,G:HGNC:866,1,GTG,0.013513513513513514
24,G:HGNC:9236,G:HGNC:855,1,GTG,0.013605442176870748
25,G:HGNC:9236,G:HGNC:13724,1,GTG,0.013071895424836602
26,G:HGNC:9236,G:HGNC:18266,1,GTG,0.013888888888888888
27,G:HGNC:9236,G:HGNC:869,4,GTG,0.037037037037037035
28,G:HGNC:9236,G:HGNC:870,2,GTG,0.02666666666666667
29,G:HGNC:9236,G:HGNC:13531,2,GTG,0.0273972602739726
30,G:HGNC:9236,G:HGNC:13533,1,GTG,0.013245033112582781
31,G:HGNC:9236,G:HGNC:3706,2,GTG,0.02702702702702703
32,G:HGNC:9236,G:HGNC:13540,1,GTG,0.014598540145985401
33,G:HGNC:9236,G:HGNC:13541,1,GTG,0.014925373134328358
34,G:HGNC:9236,G:HGNC:13542,1,GTG,0.014925373134328358
35,G:HGNC:9236,G:HGNC:13543,1,GTG,0.015037593984962405
36,G:HGNC:9236,G:HGNC:13549,2,GTG,0.02962962962962963
37,G:HGNC:9236,G:HGNC:13552,2,GTG,0.028368794326241134
38,G:HGNC:9236,G:HGNC:13553,1,GTG,0.013986013986013986
39,G:HGNC:9236,G:HGNC:13554,1,GTG,0.014492753623188406
40,G:HGNC:9236,G:HGNC:30213,2,GTG,0.022988505747126436
