,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:9954,G:HGNC:25919,GMDpDMG,38.0,7970.0
0,G:HGNC:9954,G:HGNC:25919,GTG,241.0,555.0
2,G:HGNC:9954,G:HGNC:25919,GMDMG,243.0,7551.0
1,G:HGNC:9954,G:HGNC:25919,GMG,1139.0,1787.0
