,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:9187,G:HGNC:9196,GTG,8.0,541.0
1,G:HGNC:9187,G:HGNC:9196,GMDMDMG,4903.0,14266.0
