,gene1,gene2,ins,mPath,score
7,G:HGNC:6932,G:HGNC:1570,4,GTG,0.228571429
23,G:HGNC:6932,G:HGNC:4382,4,GTG,0.228571429
10,G:HGNC:6932,G:HGNC:4849,4,GTG,0.228571429
14,G:HGNC:6932,G:HGNC:9595,4,GTG,0.228571429
24,G:HGNC:6932,G:HGNC:16810,4,GTG,0.228571429
22,G:HGNC:6932,G:HGNC:288,5,GTG,0.227272727
4,G:HGNC:6932,G:HGNC:18318,64,GDpDpDG,0.005986064
17,G:HGNC:6932,G:HGNC:4271,5,GTG,0.227272727
6,G:HGNC:6932,G:HGNC:23805,53,GDpDpDG,0.009486307
22,G:HGNC:6932,G:HGNC:4381,6,GTG,0.226415094
8,G:HGNC:6932,G:HGNC:29357,44,GDpDpDG,0.007224366
12,G:HGNC:6932,G:HGNC:7553,184,GDMDMDG,0.224664225
10,G:HGNC:6932,G:HGNC:25903,11,GDpDpDG,0.009615385
29,G:HGNC:6932,G:HGNC:18651,3,GTG,0.222222222
9,G:HGNC:6932,G:HGNC:278,5,GTG,0.222222222
13,G:HGNC:6932,G:HGNC:25567,42,GDpDpDG,0.011565469
4,G:HGNC:6932,G:HGNC:18992,3,GTG,0.222222222
5,G:HGNC:6932,G:HGNC:19010,3,GTG,0.222222222
9,G:HGNC:6932,G:HGNC:24191,3,GTG,0.222222222
9,G:HGNC:6932,G:HGNC:16744,3,GTG,0.222222222
3,G:HGNC:6932,G:HGNC:3333,3,GTG,0.222222222
14,G:HGNC:6932,G:HGNC:3826,5,GTG,0.222222222
1,G:HGNC:6932,G:HGNC:17500,1,GMG,0.222222222
4,G:HGNC:6932,G:HGNC:17482,3,GTG,0.222222222
10,G:HGNC:6932,G:HGNC:20088,3,GTG,0.222222222
19,G:HGNC:6932,G:HGNC:4799,1,GMG,0.222222222
24,G:HGNC:6932,G:HGNC:791,4,GDpDpDG,0.018867925
0,G:HGNC:6932,G:HGNC:27904,1,GMG,0.222222222
29,G:HGNC:6932,G:HGNC:28156,3,GTG,0.222222222
11,G:HGNC:6932,G:HGNC:13961,3,GTG,0.222222222
2,G:HGNC:6932,G:HGNC:19056,3,GTG,0.222222222
0,G:HGNC:6932,G:HGNC:26147,1,GDpDpDG,0.022988506
19,G:HGNC:6932,G:HGNC:8179,3,GTG,0.222222222
21,G:HGNC:6932,G:HGNC:8181,3,GTG,0.222222222
2,G:HGNC:6932,G:HGNC:8191,3,GTG,0.222222222
