,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:26974,G:HGNC:8979,GMDMG,63.0,6131.0
0,G:HGNC:26974,G:HGNC:8979,GTG,489.0,632.0
1,G:HGNC:26974,G:HGNC:8979,GMG,1015.0,1315.0
3,G:HGNC:26974,G:HGNC:8979,GMDpDMG,1829.0,6787.0
