,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:9236,G:HGNC:7975,GTG,171.0,1147.0
0,G:HGNC:9236,G:HGNC:7975,GDpDpDG,3011.0,5479.0
